lon,lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,upper_plate_nature
19.661507,41.109256,701,307,90.232950,27.798771,-0.196186,-172.820166,-0.194647,-0.024520,-2.307749,-1.981144,2.307749,-1.981144,,0.000000,6,7890.353345,continental
19.658829,40.609260,701,307,90.231198,55.597542,-0.132280,-157.567038,-0.122270,-0.050478,-2.247795,-1.955187,2.336530,-1.981144,,55.597542,6,7890.353345,continental
19.656191,40.109264,701,307069,90.229489,55.597542,-0.091242,-123.270049,-0.050054,-0.076287,-2.187840,-1.929377,2.165016,-1.922741,,111.195084,6,7890.353345,continental
19.943011,39.682116,701,307069,53.568489,55.597542,-0.117060,-98.987185,-0.018286,-0.115623,-2.943228,-0.205637,2.912491,-0.236044,,166.792626,6,7890.353345,continental
20.326606,39.279199,701,307067,53.812388,55.597542,-0.174167,-115.957802,-0.076234,-0.156596,-3.013037,-0.164663,3.031347,-0.146729,,222.390167,6,7890.353345,continental
20.319915,38.855678,701,307067,118.574951,55.597542,-0.181570,-129.974426,-0.116649,-0.139143,-1.086761,-2.659031,1.180487,-2.815723,,277.987709,6,7890.353345,continental
20.014686,38.416183,701,307061,118.384374,55.597542,0.419091,-85.383463,0.033731,-0.417732,-0.947954,-2.380431,0.831327,-2.185513,,333.585251,6,7890.353345,continental
19.704247,37.979917,701,307061,121.281540,55.597542,0.747565,-78.134965,0.153705,-0.731593,-0.687252,-2.115836,0.740091,-2.228185,,389.182793,6,7890.353345,continental
19.376774,37.552149,701,307061,121.080982,55.597542,1.149758,-74.173918,0.313560,-1.106175,-0.538829,-1.741278,0.767808,-2.228185,,444.780335,6,7890.353345,continental
19.053043,37.123487,701,307062,120.884633,55.597542,1.554432,-72.270922,0.473350,-1.480608,-0.390406,-1.366825,0.302874,-1.180572,,500.377877,6,7890.353345,continental
18.902181,36.658758,701,307062,88.384611,55.597542,1.838705,-42.509516,1.355430,-1.242437,-0.910311,-0.695522,0.913788,-0.827029,,555.975419,6,7890.353345,continental
18.919638,36.158955,701,307086,88.394973,55.597542,2.018480,-48.176019,1.346012,-1.504165,-0.930857,-0.433792,0.929158,-0.366705,222.491318,611.572960,6,7890.353345,continental
18.939890,35.659227,701,307086,88.029073,55.597542,2.383260,-49.974058,1.532756,-1.824989,-0.767796,-0.097936,0.958704,-0.360525,232.966492,667.170502,6,7890.353345,continental
18.960924,35.159520,701,307063,88.041260,55.597542,2.808619,-50.852954,1.773117,-2.178164,-0.538215,0.255283,0.483165,0.331117,238.993652,722.768044,6,7890.353345,continental
19.294852,34.767309,701,307063,46.615354,55.597542,2.897856,-9.614446,2.857153,-0.483992,-0.157890,0.583033,0.166616,0.572255,,778.365586,6,7890.353345,continental
19.711107,34.403220,701,307064,46.851636,55.597542,2.894977,-9.900583,2.851864,-0.497760,-0.173538,0.596801,0.162324,0.611533,,833.963128,6,7890.353345,continental
20.123749,34.037734,701,307064,47.083699,55.597542,2.891951,-10.188946,2.846344,-0.511571,-0.189187,0.610612,0.188488,0.611533,,889.560670,6,7890.353345,continental
20.645618,33.791197,701,307083,28.562832,55.597542,2.822546,4.772788,2.812759,0.234849,-0.038550,0.837971,0.066924,1.014758,,945.158212,6,7890.353345,continental
21.174277,33.553736,701,307083,26.729576,55.597542,2.758051,2.876291,2.754577,0.138398,-0.064646,1.039772,0.054851,1.017336,,1000.755754,6,7890.353345,continental
21.708745,33.327697,701,307087,27.024110,55.597542,2.679322,0.067593,2.679320,0.003161,-0.149373,1.175181,0.193722,1.276106,,1056.353295,6,7890.353345,continental
22.240547,33.099565,701,307087,27.222400,55.597542,2.667852,-3.369668,2.663240,-0.156811,-0.172793,1.339578,0.216843,1.276450,,1111.950837,6,7890.353345,continental
22.769914,32.869723,701,307087,27.510597,55.597542,2.848658,-8.162037,2.819803,-0.404433,-0.025270,1.587193,0.242020,1.276450,,1167.548379,6,7890.353345,continental
23.296531,32.637663,701,307065,27.795514,55.597542,3.046763,-12.359680,2.976149,-0.652154,0.122253,1.834924,-0.174719,1.910249,,1125.500887,6,7890.353345,continental
23.867609,32.538741,701,307065,4.716063,55.597542,1.938020,5.268995,1.929831,0.177972,-0.228521,2.041542,-0.894159,1.686986,,1069.903345,6,7890.353345,continental
24.458425,32.496250,701,307084,5.033662,55.597542,0.447309,-47.853134,0.300159,-0.331647,-1.866645,2.551108,2.290364,2.684913,,1014.305803,6,7890.353345,continental
25.048149,32.446633,701,307084,6.032484,55.597542,1.307998,-14.809106,1.264550,-0.334323,-0.936813,2.527807,2.346359,2.657377,,958.708261,6,7890.353345,continental
25.618813,32.443741,701,307066,320.139278,55.597542,2.834704,42.813645,2.079448,1.926510,2.132958,1.185623,-2.192048,1.143681,,903.110719,6,7890.353345,continental
26.075224,32.763381,701,307085,320.385204,55.597542,2.295077,44.815364,1.628086,1.617627,1.673536,1.494509,-1.400674,1.688108,300.295227,847.513177,6,7890.353345,continental
26.533680,33.082604,701,307085,320.136271,55.597542,1.801282,47.434720,1.218441,1.326657,1.282881,1.785008,-1.391311,1.675998,303.382874,791.915635,6,7890.353345,continental
26.993398,33.402243,701,307068,320.388282,55.597542,1.379245,48.600938,0.912094,1.034602,0.968466,2.077062,-0.908956,2.136967,305.560944,736.318094,6,7890.353345,continental
27.452671,33.724010,701,307068,319.923431,55.597542,1.075833,45.350260,0.756064,0.765365,0.843392,2.345370,-0.911452,2.125459,307.425140,680.720552,6,7890.353345,continental
27.933524,34.016936,701,307070,341.022094,55.597542,0.874349,15.153639,0.843946,0.228562,-0.188272,2.707536,0.215271,2.672394,312.823242,625.123010,6,7890.353345,continental
28.505054,34.178217,701,307071,341.342498,55.597542,0.979584,1.851037,0.979073,0.031642,-0.061174,2.904513,-0.079603,3.088340,316.033722,569.525468,6,7890.353345,continental
29.080646,34.329452,701,307071,354.465012,55.597542,1.118041,-20.589671,1.046624,-0.393185,-0.625957,3.024254,0.629867,3.024308,320.709015,513.927926,6,7890.353345,continental
29.683630,34.376201,701,307071,354.805270,55.597542,1.156903,-19.833495,1.088279,-0.392523,-0.592145,3.023593,0.653748,3.024308,329.261902,458.330384,6,7890.353345,continental
30.287266,34.419990,701,307072,355.146290,55.597542,1.195908,-19.139014,1.129806,-0.392092,-0.558332,3.023162,0.512241,3.022982,337.951660,402.732842,6,7890.353345,continental
30.891788,34.449209,701,307072,2.275168,55.597542,1.261240,-24.707661,1.145776,-0.527184,-0.849011,2.939592,0.889284,2.939028,338.809998,347.135301,6,7890.353345,continental
31.497493,34.427866,701,307072,2.617709,55.597542,1.436577,-21.658259,1.335157,-0.530197,-0.667072,2.942605,0.912738,2.939028,,291.537759,6,7890.353345,continental
32.102867,34.403538,701,307073,2.959865,55.597542,1.615024,-19.286695,1.524385,-0.533435,-0.485132,2.945843,0.321089,2.948596,,235.940217,6,7890.353345,continental
32.692434,34.431040,701,307073,330.539750,55.597542,1.712350,14.964614,1.654276,0.442167,1.263190,2.676978,-1.305136,2.663474,,180.342675,6,7890.353345,continental
33.221809,34.675811,701,307073,330.840000,55.597542,1.476411,14.688641,1.428159,0.374368,1.030004,2.744781,-1.282072,2.663474,,124.745133,6,7890.353345,continental
33.754307,34.918279,701,307074,331.143883,55.597542,1.240436,14.298101,1.202012,0.306347,0.796818,2.812803,-0.462328,2.921179,,69.147591,6,7890.353345,continental
34.289945,35.158411,701,307074,331.451408,41.348820,1.004465,13.712939,0.975834,0.238116,0.563633,2.881029,-0.439768,2.921179,,13.550049,6,7890.353345,continental
-99.199165,15.999861,909,101,27.428625,27.798771,6.209670,12.020784,6.073505,1.293266,0.679589,-0.659793,-0.679589,-0.659793,12.653730,0.000000,0,677.024314,continental
-99.671518,16.208763,909,101,22.613442,55.597542,6.084104,17.014573,5.817805,1.780300,0.640586,-0.713690,-0.640593,-0.713698,12.326308,55.597542,0,677.024314,continental
-100.154579,16.395891,909,101,21.398489,55.597542,5.959892,18.472598,5.652810,1.888398,0.644148,-0.725775,-0.644163,-0.725791,12.045720,111.195084,0,677.024314,continental
-100.640301,16.577758,909,101,21.260643,55.597542,5.835934,18.879751,5.521960,1.888409,0.661238,-0.725786,-0.661243,-0.725791,11.812924,166.792626,0,677.024314,continental
-101.117853,16.779396,909,101,24.081121,55.597542,5.710043,16.291509,5.480767,1.601807,0.714821,-0.690586,-0.714836,-0.690599,11.633340,222.390167,0,677.024314,continental
-101.594722,16.983777,909,101,24.224522,55.597542,5.583679,16.386146,5.356883,1.575209,0.735186,-0.687013,-0.735199,-0.687025,11.226784,277.987709,0,677.024314,continental
-102.072010,17.188377,909,101,24.084290,55.597542,5.457076,16.777514,5.224784,1.575218,0.752114,-0.687023,-0.752117,-0.687025,9.554205,333.585251,0,677.024314,continental
-102.536579,17.419062,909,101,27.616776,55.597542,5.328205,13.434840,5.182398,1.237952,0.811393,-0.637385,-0.811415,-0.637403,5.152399,287.841521,0,677.024314,continental
-102.997977,17.656283,909,101,31.086397,55.597542,5.198667,10.146907,5.117356,0.915863,0.866687,-0.584234,-0.866697,-0.584240,4.096748,232.243979,0,677.024314,continental
-103.447987,17.913936,909,101,30.948941,55.597542,5.067509,10.412393,4.984059,0.915860,0.883416,-0.584231,-0.883429,-0.584240,3.297881,176.646437,0,677.024314,continental
-103.898679,18.171545,909,101,31.009037,55.597542,4.936032,10.489562,4.853542,0.898636,0.902105,-0.581125,-0.902125,-0.581139,2.477916,121.048895,0,677.024314,continental
-104.340328,18.440496,909,101,46.604555,55.597542,4.804104,-5.002246,4.785806,-0.418893,1.041951,-0.310728,-1.041957,-0.310730,3.581758,65.451353,0,677.024314,continental
-104.703208,18.803465,909,101,46.488678,37.652582,4.670223,-5.146035,4.651399,-0.418894,1.058470,-0.310727,-1.058478,-0.310730,7.411450,9.853811,0,677.024314,continental
-125.168194,41.353512,903,12001,70.060942,27.798771,4.928009,1.738531,4.925740,0.149508,2.388747,-0.238958,-2.388747,-0.238958,3.705162,0.000000,1,1290.036767,continental
-125.284213,41.833940,903,12001,81.968176,55.597542,4.870113,-10.341478,4.791000,-0.874256,2.333394,0.260183,-2.333395,0.260183,2.852256,55.597542,1,1290.036767,continental
-125.252722,42.318922,903,12001,128.864739,55.597542,4.815599,-57.467715,2.589707,-4.059976,1.362493,1.849811,-1.362494,1.849812,2.630748,111.195084,1,1290.036767,continental
-125.283929,42.790022,903,12001,87.063471,55.597542,4.760652,-15.875002,4.579085,-1.302227,2.197032,0.471740,-2.197037,0.471741,2.086417,166.792626,1,1290.036767,continental
-125.398470,43.275832,903,12001,70.183703,55.597542,4.701370,0.811213,4.700899,0.066561,2.186477,-0.174101,-2.186477,-0.174101,3.456172,222.390167,1,1290.036767,continental
-125.475429,43.766122,903,12001,96.559069,55.597542,4.642379,-25.779112,4.180358,-2.018984,1.982698,0.804990,-1.982700,0.804990,6.277628,277.987709,1,1290.036767,continental
-125.369160,44.247469,903,12001,88.396369,55.597542,4.589572,-17.896723,4.367492,-1.410386,2.024847,0.522571,-2.024851,0.522572,6.402864,333.585251,1,1290.036767,continental
-125.434161,44.733865,903,12001,89.218350,55.597542,4.530939,-18.950270,4.285366,-1.471411,1.962962,0.548764,-1.962962,0.548764,6.647186,389.182793,1,1290.036767,continental
-125.463387,45.232300,903,12001,81.150873,55.597542,4.471723,-11.140870,4.387454,-0.864035,1.965587,0.274795,-1.965596,0.274796,7.066829,444.780335,1,1290.036767,continental
-125.589892,45.724239,903,12001,78.464682,55.597542,4.410114,-8.683348,4.359565,-0.665810,1.920556,0.186712,-1.920573,0.186714,6.945542,500.377877,1,1290.036767,continental
-125.744938,46.212440,903,12001,76.787303,55.597542,4.347847,-7.230257,4.313275,-0.547208,1.869334,0.134849,-1.869341,0.134850,6.396706,555.975419,1,1290.036767,continental
-125.897681,46.701164,903,12001,75.698672,55.597542,4.285333,-6.375009,4.258834,-0.475824,1.815642,0.104964,-1.815647,0.104965,6.145860,611.572960,1,1290.036767,continental
-126.047624,47.189955,903,12001,81.260680,55.597542,4.222653,-12.179825,4.127602,-0.890898,1.740621,0.280820,-1.740631,0.280822,5.530070,622.866265,1,1290.036767,continental
-126.302581,47.654082,903,12001,63.997766,55.597542,4.159432,4.885858,4.144318,0.354263,1.691114,-0.237312,-1.691123,-0.237313,5.121834,567.268723,1,1290.036767,continental
-126.585314,48.114419,903,12001,60.779458,55.597542,4.095563,7.912612,4.056569,0.563806,1.620787,-0.319191,-1.620794,-0.319192,4.378659,511.671181,1,1290.036767,continental
-126.987588,48.536317,903,12001,55.452950,55.597542,4.032342,13.111951,3.927214,0.914755,1.530391,-0.457974,-1.530393,-0.457975,3.641772,456.073640,1,1290.036767,continental
-127.568388,48.855099,903,12001,39.841389,55.597542,3.975774,28.732673,3.486245,1.911248,1.300900,-0.842928,-1.300901,-0.842929,2.438696,400.476098,1,1290.036767,continental
-127.836167,49.300258,903,12001,86.906033,55.597542,3.913536,-18.534653,3.710547,-1.244028,1.450635,0.366373,-1.450645,0.366376,3.536238,344.878556,1,1290.036767,continental
-128.027228,49.778418,903,12001,68.418294,55.597542,3.849526,-0.312069,3.849469,-0.020967,1.436716,-0.101958,-1.436716,-0.101958,3.047444,289.281014,1,1290.036767,continental
-128.500723,50.150464,903,12001,49.069925,55.597542,3.789320,18.956307,3.583812,1.230949,1.270855,-0.562450,-1.270859,-0.562452,2.348594,233.683472,1,1290.036767,continental
-129.059892,50.497882,903,12001,30.583977,55.597542,3.729281,37.415321,2.961990,2.265867,0.978892,-0.915504,-0.978894,-0.915505,1.595111,178.085930,1,1290.036767,continental
-129.680950,50.797407,903,12001,46.970303,55.597542,3.673066,21.066734,3.427567,1.320302,1.146954,-0.601835,-1.146956,-0.601836,0.239691,122.488388,1,1290.036767,continental
-130.123420,51.210405,903,12001,50.847628,51.236565,3.608389,17.061129,3.449592,1.058672,1.131591,-0.510837,-1.131593,-0.510838,0.394888,66.890847,1,1290.036767,continental
-130.745535,51.516318,903,12001,43.791698,43.453053,3.551168,24.153588,3.240270,1.453081,1.009570,-0.642670,-1.009572,-0.642671,0.574735,11.293305,1,1290.036767,continental
155.522876,-7.450999,849,847,38.080117,27.798771,10.424392,31.230794,8.913749,5.404908,2.706557,-6.070226,-2.706557,-6.070226,,0.000000,2,1026.424204,continental
155.126226,-7.142443,849,847,38.130495,55.597542,10.470652,31.076994,8.967845,5.404840,2.732958,-6.070158,-2.732988,-6.070226,39.310768,55.597542,2,1026.424204,continental
154.724214,-6.841207,849,847,36.614010,28.184418,10.515984,32.487556,8.870318,5.648307,2.592364,-6.142831,-2.592364,-6.142832,39.112461,111.195084,2,1026.424204,continental
154.320249,-6.542830,849,847,36.661086,83.010666,10.560334,32.333027,8.922993,5.648084,2.618296,-6.142607,-2.618392,-6.142832,38.933525,166.792626,2,1026.424204,continental
153.921315,-6.240006,849,847,58.543305,82.785876,10.604809,10.348629,10.432300,1.905018,4.739538,-4.718733,-4.739544,-4.718739,38.467964,222.390167,2,1026.424204,continental
153.659042,-5.813425,697,847,58.570842,28.409208,9.695297,-3.027999,9.681761,-0.512144,4.765078,-4.718731,-4.765086,-4.718739,37.193439,277.987709,3,297.831233,continental
153.397166,-5.386724,697,847,58.596398,55.597542,9.717070,-3.024516,9.703535,-0.512704,4.789687,-4.718170,-4.790266,-4.718739,,241.623254,3,297.831233,continental
153.135657,-4.959910,697,847,58.619978,55.597542,9.738450,-3.019054,9.724934,-0.512905,4.814295,-4.717970,-4.815081,-4.718739,,186.025712,3,297.831233,continental
152.874487,-4.532994,697,847,58.641589,55.597542,9.759438,-3.011624,9.745960,-0.512747,4.838904,-4.718128,-4.839529,-4.718739,,130.428170,3,297.831233,continental
152.613625,-4.105985,697,847,58.661237,55.597542,9.780035,-3.002238,9.766611,-0.512229,4.863513,-4.718646,-4.863608,-4.718739,,74.830628,3,297.831233,continental
152.253661,-3.761658,697,847,41.624367,47.031858,9.798951,14.036353,9.506375,2.376613,3.288676,-5.938878,-3.288714,-5.938946,,19.233087,3,297.831233,continental
-179.278712,-14.940154,901,821,167.860072,27.798771,-15.413642,96.701278,-1.798662,15.308337,1.844965,-9.722968,-1.844965,-9.722968,,0.000000,42,3754.768345,continental
-178.773039,-14.834449,901,821,167.730154,55.597542,-15.443842,97.599750,-2.042480,15.308186,1.627110,-9.722817,-1.627136,-9.722968,,55.597542,42,3754.768345,continental
-178.262956,-14.755516,901,821,173.076426,55.597542,-15.464110,93.022588,-0.815417,15.442597,2.330014,-9.531504,-2.330081,-9.531786,,111.195084,42,3754.768345,continental
-177.749818,-14.694678,901,821,172.945994,55.597542,-15.478965,93.922889,-1.058976,15.442699,2.111902,-9.531606,-2.111944,-9.531786,,166.792626,42,3754.768345,continental
-177.234227,-14.669815,901,821,179.008429,55.597542,15.479370,88.630167,0.370047,15.474947,2.909908,-9.255430,-2.909979,-9.255656,,222.390167,42,3754.768345,continental
-176.718030,-14.655188,901,821,169.829889,55.597542,-15.478289,98.578624,-2.308841,15.305120,1.202226,-9.566072,-1.202231,-9.566112,,277.987709,42,3754.768345,continental
-176.209541,-14.566351,901,821,169.701621,55.597542,-15.516288,99.467785,-2.552321,15.304929,0.983531,-9.565881,-0.983556,-9.566112,,333.585251,42,3754.768345,continental
-175.700229,-14.483651,901,821,171.639001,57.851136,-15.554780,98.288364,-2.242303,15.392311,1.108955,-9.529052,-1.108964,-9.529132,101.717209,389.182793,42,3754.768345,continental
-175.189473,-14.410396,901,821,171.511574,53.343948,-15.591516,99.172511,-2.485406,15.392145,0.890112,-9.528886,-0.890133,-9.529132,104.843307,444.780335,42,3754.768345,continental
-174.679056,-14.336044,901,821,171.384869,55.597542,-15.632070,100.051460,-2.728306,15.392139,0.671214,-9.528880,-0.671234,-9.529132,106.385101,500.377877,42,3754.768345,continental
-174.178919,-14.380978,901,821,197.889249,55.597542,15.617644,74.288043,4.229279,15.034095,4.662894,-8.263992,-4.663032,-8.264239,107.095634,555.975419,42,3754.768345,continental
-173.687362,-14.534059,901,821,197.766526,55.597542,15.553600,75.149872,3.986256,15.034103,4.443587,-8.264000,-4.443719,-8.264239,107.446793,611.572960,42,3754.768345,continental
-173.222701,-14.743517,901,821,212.196989,55.597542,15.464383,61.430595,7.395423,13.581416,6.160848,-6.910521,-6.160966,-6.910653,107.182137,667.170502,42,3754.768345,continental
-172.784647,-15.009519,901,821,212.084523,55.597542,15.349410,62.230030,7.151642,13.581546,5.940843,-6.910651,-5.940845,-6.910653,107.662971,722.768044,42,3754.768345,continental
-172.428335,-15.372371,901,821,226.580865,55.597542,15.185910,48.323074,10.097561,11.342448,7.269361,-5.191617,-7.269453,-5.191683,107.491089,778.365586,42,3754.768345,oceanic
-172.316120,-15.826545,901,821,271.155177,55.597542,14.967939,3.994138,14.931585,1.042583,8.620721,1.356329,-8.621355,1.356431,105.532387,833.963128,42,3754.768345,continental
-172.326623,-16.326443,901,821,271.158086,55.597542,14.721616,4.061340,14.684647,1.042650,8.398453,1.356263,-8.399494,1.356431,104.301926,889.560670,42,3754.768345,oceanic
-172.337181,-16.826341,901,821,271.161098,55.597542,14.474828,4.130558,14.437230,1.042613,8.176184,1.356299,-8.176992,1.356431,103.047585,945.158212,42,3754.768345,continental
-172.352773,-17.325579,901,821,284.631606,55.597542,14.227610,-9.273556,14.041658,-2.292756,7.419059,3.173450,-7.419087,3.173462,101.515625,1000.755754,42,3754.768345,continental
-172.485430,-17.809320,901,821,284.671646,55.597542,13.980703,-9.438109,13.791451,-2.292585,7.194968,3.173280,-7.195379,3.173462,100.253471,1056.353295,42,3754.768345,continental
-172.618809,-18.292971,901,821,284.712975,55.597542,13.733461,-9.609922,13.540741,-2.292657,6.970876,3.173351,-6.971123,3.173462,99.293747,1111.950837,42,3754.768345,continental
-172.763898,-18.773576,901,821,287.003788,55.597542,13.486198,-12.055954,13.188747,-2.816819,6.616539,3.439991,-6.616772,3.440114,98.388710,1167.548379,42,3754.768345,oceanic
-172.918774,-19.251655,901,821,287.054244,55.597542,13.238934,-12.284515,12.935803,-2.816799,6.391214,3.439971,-6.391482,3.440114,97.496544,1223.145921,42,3754.768345,oceanic
-173.080315,-19.727818,901,821,289.320972,55.597542,12.991817,-14.748207,12.563788,-3.307349,6.028120,3.678124,-6.028231,3.678193,96.527428,1278.743463,42,3754.768345,oceanic
-173.256584,-20.199572,901,821,289.381156,55.597542,12.745433,-15.039727,12.308852,-3.307296,5.801799,3.678071,-5.801993,3.678193,95.659233,1334.341005,42,3754.768345,oceanic
-173.436883,-20.670143,901,821,290.478462,55.597542,12.498991,-16.384953,11.991383,-3.525834,5.507804,3.779438,-5.507996,3.779574,94.782051,1348.205366,42,3754.768345,continental
-173.624428,-21.138443,901,821,290.545381,55.597542,12.252564,-16.722973,11.734369,-3.525608,5.280394,3.779212,-5.280896,3.779574,93.899765,1292.607825,42,3754.768345,continental
-173.813162,-21.606536,901,821,290.614161,55.597542,12.006196,-17.076857,11.476863,-3.525670,5.052984,3.779274,-5.053393,3.779574,92.907608,1237.010283,42,3754.768345,continental
-174.009880,-22.071561,901,821,298.290707,55.597542,11.761064,-25.066844,10.653338,-4.982872,4.282727,4.387900,-4.282781,4.387958,91.915100,1181.412741,42,3754.768345,oceanic
-174.266397,-22.511637,901,821,298.388010,55.597542,11.526239,-25.611963,10.393698,-4.982494,4.054157,4.387521,-4.054551,4.387958,91.202095,1125.815199,42,3754.768345,oceanic
-174.524551,-22.951305,901,821,298.487765,55.597542,11.292216,-26.182304,10.133574,-4.982450,3.825587,4.387477,-3.826013,4.387958,90.612556,1070.217657,42,3754.768345,oceanic
-174.784388,-23.390553,901,821,298.590005,75.312992,11.059080,-26.779390,9.872971,-4.982740,3.597017,4.387767,-3.597183,4.387958,87.941261,1014.620115,42,3754.768345,oceanic
-175.041128,-23.831067,901,821,278.828705,35.882092,10.825550,-7.527230,10.732263,-1.418118,4.658198,2.980311,-4.658210,2.980319,89.866646,959.022573,42,3754.768345,continental
-175.125344,-24.325119,901,821,278.863064,55.597542,10.565038,-7.712430,10.469468,-1.417841,4.428384,2.980033,-4.428798,2.980319,91.948105,903.425031,42,3754.768345,oceanic
-175.210219,-24.819125,901,821,278.898358,55.597542,10.304218,-7.908595,10.206213,-1.417790,4.198569,2.979982,-4.199049,2.980319,93.292824,847.827490,42,3754.768345,oceanic
-175.295773,-25.313083,901,821,278.934605,55.597542,10.043104,-8.116595,9.942500,-1.417966,3.968755,2.980158,-3.968980,2.980319,94.637993,792.229948,42,3754.768345,oceanic
-175.352490,-25.809820,901,821,273.172390,55.597542,9.779836,-2.466388,9.770776,-0.420859,4.019247,2.575766,-4.019421,2.575881,95.860703,736.632406,42,3754.768345,oceanic
-175.383357,-26.309050,901,821,273.185951,55.597542,9.514520,-2.534802,9.505211,-0.420791,3.788472,2.575698,-3.788743,2.575881,97.204987,681.034864,42,3754.768345,oceanic
-175.414492,-26.808274,901,821,273.199871,55.597542,9.248793,-2.608476,9.239210,-0.420920,3.557698,2.575827,-3.557776,2.575881,98.549217,625.437322,42,3754.768345,oceanic
-175.563404,-27.287070,901,821,288.917098,55.597542,8.992698,-18.691040,8.518427,-2.881844,2.501619,3.426370,-2.501700,3.426482,100.215012,569.839780,42,3754.768345,oceanic
-175.746585,-27.759945,901,821,289.001749,55.597542,8.739784,-19.253528,8.250957,-2.881933,2.270274,3.426460,-2.270289,3.426482,101.611282,514.242238,42,3754.768345,oceanic
-175.870263,-28.247537,901,821,281.976488,55.597542,8.478421,-12.571134,8.275164,-1.845341,2.443823,3.122776,-2.444063,3.123105,102.849411,458.644697,42,3754.768345,oceanic
-175.988590,-28.736603,901,821,282.032935,55.597542,8.216153,-12.978327,8.006272,-1.845204,2.211952,3.122639,-2.212281,3.123105,104.216713,403.047155,42,3754.768345,oceanic
-176.108030,-29.225564,901,821,282.090807,55.597542,7.953954,-13.414752,7.736940,-1.845304,1.980082,3.122739,-1.980331,3.123105,105.554726,347.449613,42,3754.768345,oceanic
-176.228616,-29.714419,901,821,282.150132,55.597542,7.691879,-13.883406,7.467169,-1.845643,1.748211,3.123077,-1.748230,3.123105,106.863815,291.852071,42,3754.768345,oceanic
-176.453188,-30.174390,901,821,293.671357,55.597542,7.446781,-26.155817,6.684220,-3.282644,0.863873,3.404007,-0.863957,3.404445,108.398315,236.254529,42,3754.768345,oceanic
-176.686486,-30.632116,901,821,293.789426,55.597542,7.204345,-27.104697,6.413131,-3.282429,0.631568,3.403791,-0.631679,3.404445,109.691734,180.656987,42,3754.768345,oceanic
-176.922001,-31.089421,901,821,293.910235,55.597542,6.963756,-28.122951,6.141602,-3.282472,0.399263,3.403835,-0.399353,3.404445,110.741661,125.059445,42,3754.768345,oceanic
-177.159793,-31.546293,901,821,294.033837,55.597542,6.725269,-29.217453,5.869636,-3.282775,0.166958,3.404138,-0.166996,3.404445,111.716377,69.461904,42,3754.768345,oceanic
-177.400395,-32.002542,901,821,294.286887,41.663133,6.489135,-30.522133,5.589955,-3.295645,-0.072881,3.404484,0.072881,3.404497,112.693497,13.864362,42,3754.768345,oceanic
124.612052,-0.710297,781,669,288.500431,27.798771,-1.162094,162.427675,-1.107867,0.350847,-0.884257,3.123992,0.884257,3.123992,,0.000000,4,1193.812099,continental
124.776087,-0.238039,781,669,290.500841,55.597542,-0.914659,155.232857,-0.830527,0.383179,-1.094117,3.088746,1.094142,3.088814,,55.597542,4,1193.812099,continental
124.951197,0.230295,781,669,290.500829,55.597542,-0.683496,145.896093,-0.565950,0.383233,-1.195359,3.088692,1.195406,3.088814,,111.195084,4,1193.812099,continental
125.147162,0.688171,781,669,302.780202,55.597542,-0.497989,115.154976,-0.211679,0.450760,-1.924228,2.747090,1.924265,2.747140,,166.792626,4,1193.812099,continental
125.417919,1.108538,781,669,302.784447,55.597542,0.453968,83.293818,0.053013,0.450862,-2.025193,2.746988,2.025304,2.747140,,222.390167,4,1193.812099,continental
125.688753,1.528881,781,669,302.790680,63.797034,0.551376,54.836027,0.317548,0.450754,-2.126157,2.747096,2.126190,2.747140,,277.987709,4,1193.812099,continental
125.781096,2.011762,781,669,275.838777,47.398050,0.661232,59.266323,0.337921,0.568363,-0.748654,3.420995,0.748675,3.421085,,233.058248,4,1193.812099,continental
125.832009,2.509167,781,669,275.840785,55.597542,0.828337,43.333387,0.602510,0.568440,-0.849336,3.420919,0.849376,3.421085,,177.460707,4,1193.812099,continental
125.886297,3.006033,781,669,282.505351,55.597542,1.037535,26.666943,0.927173,0.465649,-1.340517,3.288440,1.340522,3.288451,,121.863165,4,1193.812099,continental
125.994763,3.494165,781,669,282.511500,54.731190,1.279418,21.345794,1.191650,0.465703,-1.441042,3.288387,1.441069,3.288451,,66.265623,4,1193.812099,continental
126.103341,3.982285,674,669,282.518579,39.333204,1.988059,-50.909758,1.253558,-1.543039,-1.541502,3.288439,1.541508,3.288451,,10.668081,5,573.074945,continental
15.459824,37.474439,701,714001,5.625898,27.798771,2.911647,-77.807717,0.614920,-2.845973,-1.597813,4.756527,1.596839,4.758612,,0.000000,6,7890.353345,continental
14.841693,37.485266,701,714002,332.022602,55.597542,2.712340,-45.087251,1.914991,-1.920832,1.121575,4.725599,-1.120090,4.758428,,55.597542,6,7890.353345,continental
14.286966,37.249405,701,714003,331.685922,55.597542,2.542066,-41.040991,1.917328,-1.669117,1.136420,4.473883,-1.142515,4.338933,,111.195084,6,7890.353345,continental
13.707736,37.174662,701,714003,13.116906,55.597542,2.205694,-80.740655,0.354904,-2.176954,-2.085321,3.752643,2.035974,3.998020,,166.792626,6,7890.353345,continental
