time_Ma,lon,lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,bab_on,dist_to_backarc_ridge_km,backarc_spreading_cm_yr,dilat_rate_1e-15_s,dilat_in_network
13.000000,-59.539541,15.369708,101,2011,247.527535,47.190899,1.861150,20.296354,1.745593,0.645588,0.752315,0.179690,-0.752339,0.179696,68.842545,444.780335,23,464.172463,0,,,0.000000,0.000000
13.000000,-59.341767,14.907589,201,2011,247.579185,64.004185,1.879948,33.721892,1.563632,1.043676,0.759540,0.179694,-0.759551,0.179696,68.433937,500.377877,25,673.018327,0,,,0.000000,0.000000
13.000000,-59.227274,-61.896846,904,804,158.808244,42.459311,7.415693,-18.909967,7.015461,-2.403293,-0.306543,-0.772585,0.306547,-0.772596,,14.660540,24,664.927050,0,,,-0.024367,1.000000
13.000000,-59.103061,14.467387,201,2011,235.112015,55.597542,1.895245,45.876029,1.319494,1.360473,0.787477,0.009766,-0.787500,0.009766,69.518127,555.975419,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.808248,14.057069,201,2011,235.184646,55.597542,1.908971,45.452876,1.339135,1.360473,0.794557,0.009766,-0.794594,0.009766,68.972618,525.617829,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.713803,9.715207,201,2011,287.123818,53.038723,2.070486,-7.404908,2.053218,-0.266845,0.538780,0.650167,-0.538786,0.650174,120.602844,25.239952,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.582384,10.197641,201,2011,281.911347,55.597542,2.052168,-2.216329,2.050633,-0.079363,0.589218,0.598630,-0.589248,0.598661,119.472847,80.837494,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.542230,13.635378,201,2011,260.287246,55.597542,1.923363,20.026889,1.807061,0.658677,0.722233,0.347718,-0.722247,0.347725,77.036209,470.020287,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.477364,10.686858,201,2011,281.930381,55.597542,2.033591,-2.235330,2.032043,-0.079318,0.582501,0.598586,-0.582574,0.598661,118.168213,136.435036,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.455608,13.142530,201,2011,260.307305,55.597542,1.941572,19.832191,1.826418,0.658710,0.729140,0.347685,-0.729223,0.347725,84.409760,414.422745,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.372006,11.176040,201,2011,281.950361,55.597542,2.014906,-2.256100,2.013344,-0.079319,0.575783,0.598587,-0.575855,0.598661,116.017281,192.032578,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.369333,12.649653,201,2011,260.326560,55.597542,1.959715,19.641204,1.845691,0.658717,0.736046,0.347679,-0.736144,0.347725,91.850990,358.825204,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.283391,12.156749,201,2011,260.345020,55.597542,1.977791,19.453816,1.864879,0.658697,0.742952,0.347698,-0.743009,0.347725,97.080811,303.227662,25,673.018327,0,,,0.000000,0.000000
13.000000,-58.266292,11.665185,201,2011,281.971294,55.597542,1.996113,-2.278692,1.994535,-0.079366,0.569065,0.598633,-0.569092,0.598661,107.285873,247.630120,25,673.018327,0,,,0.000000,0.000000
13.000000,-36.933160,-54.679184,201,815,212.943926,63.268516,4.371787,61.835747,2.063487,3.854159,1.284737,-2.013669,-1.284769,-2.013720,112.161079,35.469745,9,1102.241939,1,253.562098,1.279545,0.000000,0.000000
13.000000,-36.202526,-54.948907,201,815,212.346785,55.597542,4.354804,62.257250,2.027172,3.854204,1.252770,-2.013713,-1.252774,-2.013720,109.842957,91.067287,9,1102.241939,1,220.301233,1.279545,0.000000,0.000000
13.000000,-35.638064,-55.329091,201,815,230.465839,65.466728,4.328927,44.014254,3.113221,3.007900,1.797104,-1.510056,-1.797148,-1.510092,107.320457,146.664829,9,1102.241939,1,182.350094,1.279545,0.000000,0.000000
13.000000,-35.160265,-55.738737,201,815,255.443063,45.728356,4.300434,18.937345,4.067669,1.395637,2.240897,-0.604736,-2.240936,-0.604747,100.026367,202.262371,9,1102.241939,1,149.296395,1.279545,0.000024,1.000000
13.000000,-34.934228,-56.222481,201,815,255.255711,75.182025,4.265341,19.098967,4.030555,1.395623,2.208437,-0.604722,-2.208527,-0.604747,70.420959,257.859912,9,1102.241939,1,113.863501,1.279545,0.000000,0.000000
13.000000,-34.702414,-56.705802,201,815,255.062483,36.013059,4.230137,19.264505,3.993272,1.395648,2.175949,-0.604746,-2.175950,-0.604747,51.833817,313.457454,9,1102.241939,1,99.107025,1.279545,0.000000,0.000000
13.000000,-34.693099,-56.724958,201,815,255.054696,38.217670,4.228735,19.271258,3.991785,1.395655,2.174654,-0.604746,-2.174655,-0.604747,51.089275,10.418899,9,1102.241939,1,99.121244,1.279545,0.000000,0.000000
13.000000,-34.593978,-57.201586,201,815,264.280093,55.597542,4.193122,10.054919,4.128719,0.732086,2.212326,-0.245455,-2.212422,-0.245466,45.932556,333.585251,9,1102.241939,1,102.994426,1.271885,0.000000,0.000000
13.000000,-34.590329,-57.221313,201,815,264.277025,55.597542,4.191645,10.058611,4.127217,0.732094,2.211023,-0.245455,-2.211120,-0.245466,45.696136,66.016441,9,1102.241939,1,103.425984,1.271885,0.000000,0.000000
13.000000,-34.545209,-60.180990,201,815,296.247018,2.204611,3.963054,-21.674201,3.682862,-1.463668,1.828879,0.875156,-1.828879,0.875156,38.098560,0.000000,9,1102.241939,1,122.100804,1.054604,0.000000,0.000000
13.000000,-34.527586,-60.163207,201,815,281.912372,27.798771,3.964516,-7.346447,3.931972,-0.506937,1.989807,0.395305,-1.989807,0.395305,38.980534,0.000000,9,1102.241939,1,122.080932,1.054604,0.000000,0.000000
13.000000,-34.500724,-57.699062,201,815,264.201485,55.597542,4.155766,10.146332,4.090774,0.732091,2.179462,-0.245460,-2.179509,-0.245466,39.971107,277.987709,9,1102.241939,1,109.572780,1.250587,0.000000,0.000000
13.000000,-34.496973,-57.718787,201,815,264.198315,55.597542,4.154283,10.150116,4.089266,0.732100,2.178159,-0.245461,-2.178200,-0.245466,39.734734,121.613983,9,1102.241939,1,109.986389,1.250587,0.000000,0.000000
13.000000,-34.379121,-58.194799,201,815,261.858293,55.597542,4.118209,12.494685,4.020673,0.890971,2.135068,-0.330064,-2.135177,-0.330081,34.604420,222.390167,9,1102.241939,1,105.915651,1.225868,0.000000,0.000000
13.000000,-34.373790,-58.214425,201,815,261.853762,55.597542,4.116718,12.499398,4.019144,0.890979,2.133749,-0.330064,-2.133862,-0.330081,34.390427,177.211524,9,1102.241939,1,106.246729,1.225868,0.000000,0.000000
13.000000,-34.331176,-59.693227,201,815,281.742398,81.191702,4.002083,-7.276749,3.969850,-0.506912,2.022104,0.395290,-2.022186,0.395305,49.310795,55.597542,9,1102.241939,1,116.716753,1.174963,0.000000,0.000000
13.000000,-34.323185,-59.673815,201,815,281.735500,55.597542,4.003632,-7.274050,3.971411,-0.506921,2.023438,0.395289,-2.023520,0.395305,49.825062,55.597542,9,1102.241939,1,116.515770,1.174963,0.000000,0.000000
13.000000,-34.242862,-58.689688,201,815,261.742184,55.597542,4.080502,12.611996,3.982043,0.890968,2.101808,-0.330061,-2.101936,-0.330081,37.111198,166.792626,9,1102.241939,1,114.931375,1.204368,0.000000,0.000000
13.000000,-34.237379,-58.709308,201,815,261.737499,55.597542,4.079006,12.616829,3.980509,0.890977,2.100489,-0.330062,-2.100614,-0.330081,37.427155,166.792626,9,1102.241939,1,115.250429,1.204368,0.000000,0.000000
13.000000,-34.132432,-59.203539,201,815,281.571244,55.597542,4.041067,-7.206363,4.009145,-0.506925,2.055735,0.395302,-2.055751,0.395305,48.063637,111.195084,9,1102.241939,1,122.233964,1.182775,0.000000,0.000000
13.000000,-34.124669,-59.184115,201,815,281.564576,55.597542,4.042611,-7.203741,4.010701,-0.506935,2.057068,0.395304,-2.057078,0.395305,47.820065,111.195084,9,1102.241939,1,122.688587,1.182775,0.000000,0.000000
13.000000,-6.245448,35.467684,301,714022,152.455143,55.597542,4.652678,-78.548218,0.923758,-4.560053,0.658166,2.766268,-0.658683,2.771410,,456.553614,20,567.285810,0,,,0.000000,0.000000
13.000000,-6.083272,34.989658,301,714022,73.994686,82.933424,4.401344,-7.646755,4.362204,-0.585666,2.542635,0.490100,-2.838263,-0.095528,,512.151156,20,567.285810,0,,,0.000000,0.000000
13.000000,-5.915972,34.508925,701,714021,74.090046,28.261659,4.050302,-23.800611,3.705846,-1.634520,2.235291,1.081588,-2.093771,1.362032,,567.748698,4,6098.121141,0,,,0.000000,0.000000
13.000000,-5.699553,35.697677,301,714022,152.772790,55.597542,4.135467,-77.835054,0.871454,-4.042605,0.614764,2.248825,-0.667363,2.771410,,400.956073,20,567.285810,0,,,0.000000,0.000000
13.000000,-5.531055,34.209927,701,714021,15.750140,55.597542,3.728496,28.445065,3.278370,1.775942,2.025154,-0.802243,-2.253115,-1.075232,135.934555,623.346240,4,6098.121141,0,,,0.000000,0.000000
13.000000,-5.150516,35.925192,301,714023,153.094044,55.597542,3.619190,-76.918921,0.819130,-3.525275,0.571362,1.731493,-0.541246,1.433678,,345.358531,20,567.285810,0,,,0.000000,0.000000
13.000000,-4.941262,34.118523,701,714020,2.105016,55.597542,3.203584,37.849323,2.529637,1.965678,1.530547,-0.715363,-1.586993,-0.890348,135.605591,678.943782,4,6098.121141,0,,,0.000000,0.000000
13.000000,-4.591539,36.138334,301,714023,156.953422,55.597542,3.100927,-79.504895,0.564839,-3.049050,0.436933,1.243734,-0.460809,1.464603,,289.760989,20,567.285810,0,,,0.000000,0.000000
13.000000,-4.337854,34.098682,701,714019,2.443387,55.597542,2.831546,32.120201,2.398134,1.505525,1.380644,-0.255245,-1.251917,0.143624,135.398407,734.541324,4,6098.121141,0,,,0.000000,0.000000
13.000000,-4.020411,36.332719,301,714024,157.291021,55.597542,2.578890,-78.628726,0.508469,-2.528267,0.389515,0.722982,-0.315115,0.035814,,234.163447,20,567.285810,0,,,0.000000,0.000000
13.000000,-3.739171,34.101125,701,714019,340.707838,55.597542,2.482922,47.853485,1.666112,1.840916,1.175842,-0.293926,-1.212830,-0.336863,127.907219,790.138866,4,6098.121141,0,,,0.000000,0.000000
13.000000,-3.446445,36.524374,301,714024,157.631855,55.597542,2.057800,-77.308821,0.452090,-2.007525,0.342096,0.202231,-0.324081,0.035814,,178.565905,20,567.285810,0,,,0.000000,0.000000
13.000000,-3.168140,34.264997,701,714018,341.028668,55.597542,2.068986,47.218846,1.405255,1.518539,0.896715,0.028572,-0.670925,0.290518,118.409691,845.736407,4,6098.121141,0,,,0.000000,0.000000
13.000000,-2.870645,36.715219,301,714024,157.619792,55.597542,1.931646,-71.132605,0.624654,-1.827858,0.512428,0.023237,-0.333239,0.033785,,122.968363,20,567.285810,0,,,0.000000,0.000000
13.000000,-2.594193,34.424432,701,714018,342.498345,55.597542,1.666361,44.773439,1.182945,1.173627,0.625342,0.362590,-0.663599,0.303855,108.906013,901.333949,4,6098.121141,0,,,0.000000,0.000000
13.000000,-2.292459,36.904198,301,714025,157.966220,55.597542,2.018195,-63.897330,0.887967,-1.812353,0.784719,0.007736,-1.103790,-0.011054,,67.370821,20,567.285810,0,,,0.000000,0.000000
13.000000,-2.015062,34.573435,701,714017,342.826362,55.597542,1.315083,40.818674,0.995231,0.859626,0.419438,0.676591,-0.342454,0.794798,99.375839,956.931491,4,6098.121141,0,,,0.000000,0.000000
13.000000,-1.711424,37.090361,301,714025,158.315876,39.572050,2.134034,-57.351607,1.151273,-1.796850,1.057009,-0.007772,-1.112777,-0.011054,,11.773280,20,567.285810,0,,,0.000000,0.000000
13.000000,-1.429205,34.705889,701,714016,345.792340,55.597542,0.969372,35.264174,0.791491,0.559664,0.127598,0.948166,0.041524,1.080831,89.199715,945.077919,4,6098.121141,0,,,0.000000,0.000000
13.000000,-0.836562,34.738504,701,714016,11.570918,55.597542,0.714282,5.788777,0.710640,0.072044,-0.553648,0.999734,0.503099,0.957830,80.641724,889.480377,4,6098.121141,0,,,0.000000,0.000000
13.000000,-0.239387,34.651400,701,714015,359.772706,55.597542,0.599584,6.999867,0.595115,0.073070,-0.433204,1.243849,0.419164,1.204354,,833.882836,4,6098.121141,0,,,0.000000,0.000000
13.000000,0.368424,34.651875,701,714014,0.118301,55.597542,0.552678,-22.430955,0.510862,-0.210885,-0.535374,1.527782,0.643695,1.832737,,778.285294,4,6098.121141,0,,,0.000000,0.000000
13.000000,0.976221,34.649335,701,714014,0.463878,55.597542,0.653346,-49.243917,0.426530,-0.494907,-0.637543,1.811822,0.644973,1.832737,,722.687752,4,6098.121141,0,,,0.000000,0.000000
13.000000,1.582052,34.611678,701,714013,4.784670,55.597542,0.752349,-40.045991,0.575945,-0.484063,-0.594643,1.723927,0.585276,1.720774,,667.090210,4,6098.121141,0,,,0.000000,0.000000
13.000000,2.182657,34.683687,701,714012,351.202480,55.597542,0.555423,-14.429236,0.537903,-0.138403,-0.317594,1.623716,0.436872,1.486131,,611.492668,4,6098.121141,0,,,0.000000,0.000000
13.000000,2.628019,43.286692,301,331012,77.635803,55.597542,0.514466,54.988161,0.295173,0.421365,-1.407705,-0.623008,1.412836,-0.622957,,111.195084,3,2206.177075,0,,,-0.298828,1.000000
13.000000,2.784435,34.756729,701,714012,352.295541,55.597542,0.448113,-2.320807,0.447745,-0.018146,-0.444738,1.491972,0.457543,1.480272,,555.895126,4,6098.121141,0,,,0.000000,0.000000
13.000000,2.787354,42.800506,301,331010,75.861379,55.597542,0.478397,29.435535,0.416640,0.235105,-1.302150,-0.380551,1.289998,-0.341046,,55.597542,3,2206.177075,0,,,0.000000,0.000000
13.000000,2.960038,43.721025,301,331012,120.150949,55.597542,0.452894,18.837767,0.428636,0.146235,-0.685214,-1.440986,0.615826,-1.411284,,166.792626,3,2206.177075,0,,,0.000000,0.000000
13.000000,3.117735,42.402843,301,331008,20.912396,27.798771,0.582227,77.897903,0.122066,0.569287,-0.986371,0.764318,0.971560,0.797267,,0.000000,3,2206.177075,0,,,-0.130901,1.000000
13.000000,3.310065,44.152846,301,331013,120.393823,55.597542,0.398630,26.337471,0.357251,0.176855,-0.746197,-1.471607,0.759826,-1.477463,,222.390167,3,2206.177075,0,,,0.000000,0.000000
13.000000,3.388008,34.822272,701,714012,352.639919,55.597542,0.509770,-6.427847,0.506566,-0.057070,-0.403460,1.530894,0.458757,1.480272,,500.297584,4,6098.121141,0,,,0.000000,0.000000
13.000000,3.639263,44.582856,301,331015,129.348279,55.597542,0.477804,12.905417,0.465734,0.106714,-0.418451,-1.551974,0.418426,-1.525198,,277.987709,3,2206.177075,0,,,0.000000,0.000000
13.000000,3.992520,34.884830,701,714011,352.985388,55.597542,0.573428,-9.648252,0.565317,-0.096106,-0.362183,1.569933,0.346688,1.584164,,444.700043,4,6098.121141,0,,,0.000000,0.000000
13.000000,4.135551,44.934896,301,331017,139.702761,55.597542,0.426177,12.243021,0.416485,0.090375,-0.192677,-1.666445,0.247210,-1.685260,,333.585251,3,2206.177075,0,,,0.000000,0.000000
13.000000,4.599560,34.930231,701,714010,355.895100,55.597542,0.757601,-13.213058,0.737545,-0.173167,-0.272312,1.603772,0.151409,1.634179,,389.102501,4,6098.121141,0,,,0.000000,0.000000
13.000000,4.710580,45.218440,301,331018,135.202441,55.597542,0.313681,28.127997,0.276635,0.147883,-0.454781,-1.667901,0.456403,-1.665976,,389.182793,3,2206.177075,0,,,-0.129921,1.000000
13.000000,4.758941,43.264906,701,307,182.284660,27.798771,-0.291873,109.718921,-0.098480,0.274758,1.054704,-1.283612,-1.054704,-1.283613,,3.048600,4,6098.121141,0,,,0.000000,0.000000
13.000000,4.758941,43.264906,701,307,182.284660,3.048600,-0.291873,109.718921,-0.098480,0.274758,1.054704,-1.283612,-1.054704,-1.283613,,3.048600,4,6098.121141,0,,,0.000000,0.000000
13.000000,4.796560,43.263807,701,307,213.213656,27.798771,0.291565,78.645637,0.057402,0.285858,1.565900,-0.558698,-1.565900,-0.558698,,0.000000,4,6098.121141,0,,,0.000000,0.000000
13.000000,5.084588,43.656056,701,307,317.848406,55.597542,0.276742,-26.118951,0.248482,-0.121832,0.120819,1.645062,-0.120819,1.645063,,52.548942,4,6098.121141,0,,,0.000000,0.000000
13.000000,5.165901,35.073002,701,714009,328.403631,55.597542,0.855980,6.188885,0.850991,0.092280,0.609115,1.648513,-0.601104,1.706322,,333.504959,4,6098.121141,0,,,0.000000,0.000000
13.000000,5.287038,45.504674,301,331022,138.818531,55.597542,0.272287,12.723318,0.265601,0.059969,-0.369173,-1.619641,0.367689,-1.613367,,444.780335,3,2206.177075,0,,,-0.214726,1.000000
13.000000,5.368432,42.988497,701,307036,213.604594,30.497320,0.249190,-60.201536,0.123835,-0.216241,1.651145,-0.056599,-1.663033,0.050967,,55.597542,4,6098.121141,0,,,0.000000,0.000000
13.000000,5.670211,43.752824,701,307,17.686039,55.597542,0.268679,-88.103201,0.008893,-0.268532,-1.381726,0.924958,1.381738,0.924966,,108.146484,4,6098.121141,0,,,-0.673771,1.000000
13.000000,5.741616,35.231457,701,714008,331.996857,55.597542,1.176417,-15.997938,1.130856,-0.324224,0.773388,2.051288,-0.773139,2.046777,,277.907417,4,6098.121141,0,,,0.000000,0.000000
13.000000,5.900474,45.759707,301,331022,150.717545,55.597542,0.231729,7.495370,0.229749,0.030228,-0.071828,-1.684697,0.029161,-1.654028,,500.377877,3,2206.177075,0,,,-0.232841,1.000000
13.000000,6.003588,42.815842,701,307037,196.100780,80.697764,0.450090,-43.781378,0.324958,-0.311421,1.712523,-0.419954,-1.701260,-0.405418,,111.195084,4,6098.121141,0,,,0.000000,0.000000
13.000000,6.285990,35.457960,701,714007,357.307975,55.597542,1.611779,-66.142040,0.651917,-1.474054,-0.417546,2.881259,0.438855,2.863609,,222.309875,4,6098.121141,0,,,0.000000,0.000000
13.000000,6.320447,43.586005,701,307,7.268150,55.597542,0.269127,-80.809080,0.042986,-0.265672,-1.217248,1.176551,1.217250,1.176552,,163.744026,4,6098.121141,0,,,-0.633375,1.000000
13.000000,6.526503,46.004574,301,331023,145.143188,55.597542,0.195908,24.567020,0.178174,0.081450,-0.284723,-1.696209,0.286487,-1.696887,,555.975419,3,2206.177075,0,,,-0.386461,1.000000
13.000000,6.662188,42.715886,701,307040,189.658034,55.597542,0.531380,17.013806,0.508124,0.155483,1.816279,-1.048752,-1.808638,-1.049024,,166.792626,4,6098.121141,0,,,0.000000,0.000000
13.000000,6.886743,35.525799,701,714006,337.177442,55.597542,2.265375,-41.853025,1.687384,-1.511508,1.161448,3.208374,-1.184951,3.043448,,166.712333,4,6098.121141,0,,,0.000000,0.000000
13.000000,7.005131,43.524607,701,307,6.682347,55.597542,0.266824,-83.307413,0.031096,-0.265006,-1.230794,1.199188,1.230801,1.199195,,219.341568,4,6098.121141,0,,,-0.344771,1.000000
13.000000,7.149675,46.246989,301,331024,162.549652,55.597542,0.195009,4.364476,0.194444,0.014840,0.233027,-1.692261,-0.255248,-1.685827,,611.572960,3,2206.177075,0,,,-0.412748,1.000000
13.000000,7.291739,42.544233,701,307042,208.130565,55.597542,0.551039,22.158563,0.510341,0.207836,2.048973,-0.649507,-2.037666,-0.676478,,222.390167,4,6098.121141,0,,,0.000000,0.000000
13.000000,7.429960,35.753926,701,714004,324.172972,55.597542,2.471099,-38.006189,1.947089,-1.521571,1.809419,3.296527,-1.753856,3.317136,,111.114791,4,6098.121141,0,,,0.000000,0.000000
13.000000,7.684843,43.566254,701,307,349.170573,55.597542,0.262047,-68.775808,0.094866,-0.244273,-0.835311,1.524358,0.835313,1.524361,,274.939110,4,6098.121141,0,,,-0.407113,1.000000
13.000000,7.841287,46.394847,301,331025,163.049842,55.597542,0.128920,15.903603,0.123985,0.035327,0.173295,-1.712747,-0.165722,-1.714957,,667.170502,3,2206.177075,0,,,0.114853,1.000000
13.000000,7.887505,42.307522,701,307043,214.126872,55.597542,0.856242,9.360056,0.844842,0.139258,2.437470,-0.427029,-2.388733,-0.413923,,277.987709,4,6098.121141,0,,,0.000000,0.000000
13.000000,7.975220,35.984876,701,714003,332.313756,55.597542,2.649995,-50.314257,1.692224,-2.039326,1.297219,3.779111,-1.311970,3.647885,,55.517249,4,6098.121141,0,,,0.000000,0.000000
13.000000,8.270161,43.816523,701,307,337.894731,55.597542,0.251461,-59.928084,0.126004,-0.217614,-0.543803,1.656876,0.543808,1.656893,,330.536652,4,6098.121141,0,,,-0.305287,1.000000
13.000000,8.350454,41.955288,701,307045,235.230654,55.597542,0.983596,-7.671917,0.974792,-0.131311,2.583569,0.430575,-2.605376,0.388053,,333.585251,4,6098.121141,0,,,0.000000,0.000000
13.000000,8.544059,36.174261,701,714001,94.673987,27.798771,-3.046510,-175.057097,-3.035180,-0.262496,-4.293041,-1.010143,4.281848,-1.021532,,0.080292,4,6098.121141,0,,,0.000000,0.000000
13.000000,8.554398,46.485134,301,331026,170.602693,55.597542,0.068266,10.800012,0.067057,0.012792,0.332177,-1.671399,-0.286962,-1.662786,,722.768044,3,2206.177075,0,,,0.258147,1.000000
13.000000,8.559605,36.183265,701,307060,322.362857,29.649473,3.062938,-42.578535,2.255396,-2.072384,2.160775,3.859291,-2.159213,3.854963,,1.770408,4,6098.121141,0,,,0.000000,0.000000
13.000000,8.726518,41.541449,701,307045,236.453150,55.597542,1.145790,4.667878,1.141990,0.093244,2.763592,0.233427,-2.607925,0.432275,,389.182793,4,6098.121141,0,,,0.000000,0.000000
13.000000,8.925404,43.975292,701,307,349.036956,55.597542,0.244379,-74.127050,0.066839,-0.235061,-0.876545,1.522761,0.876548,1.522766,,386.134193,4,6098.121141,0,,,0.813152,1.000000
13.000000,9.015235,41.099592,701,307046,257.994361,55.597542,1.365233,-2.783310,1.363622,-0.066294,2.772209,0.965219,-2.770879,1.064419,,444.780335,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.041513,36.497916,701,307058,318.445956,55.597542,3.271705,-39.362722,2.529507,-2.075006,2.549053,3.864836,-2.610874,3.932712,,57.367950,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.204344,40.623015,701,307048,246.662161,55.597542,1.473752,22.160748,1.364885,0.555909,2.941640,0.043272,-2.990273,-0.120720,,500.377877,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.263596,46.586754,301,331026,160.123791,55.597542,0.050484,21.814284,0.046869,0.018760,0.001377,-1.699039,0.024847,-1.688547,,778.365586,3,2206.177075,0,,,-0.797770,1.000000
13.000000,9.407441,36.897227,701,307057,306.280530,55.597542,3.516519,-28.552405,3.088841,-1.680764,3.474866,3.424796,-3.475887,3.413445,,112.965492,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.449086,40.159149,701,307049,248.979633,55.597542,1.834454,20.881689,1.713965,0.653872,3.284808,0.004523,-3.314627,0.005828,,502.148285,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.579451,44.109249,701,307,322.922542,55.597542,0.238963,-51.240613,0.149603,-0.186339,-0.134978,1.766584,0.134979,1.766595,,441.731735,4,6098.121141,0,,,0.448795,1.000000
13.000000,9.691232,39.694913,701,307050,248.215138,55.597542,2.258673,30.979318,1.936480,1.162604,3.535355,-0.529532,-3.555306,-0.574899,,446.550743,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.723447,37.325074,701,307055,292.870070,55.597542,3.553859,-15.616329,3.422671,-0.956679,4.191161,2.563308,-4.195418,2.556661,,168.563034,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.959675,37.785728,701,307054,280.790223,55.597542,3.514858,-3.115907,3.509661,-0.191054,4.584171,1.601919,-4.620377,1.626586,,224.160575,4,6098.121141,0,,,0.000000,0.000000
13.000000,9.974859,46.679372,301,331027,173.805531,55.597542,0.079353,8.628459,0.078455,0.011905,0.427435,-1.657593,-0.436921,-1.659072,,833.963128,3,2206.177075,0,,,-0.824786,1.000000
13.000000,9.979194,39.247225,701,307051,243.232346,55.597542,2.775228,38.166559,2.181933,1.714951,3.848848,-1.228551,-3.909289,-1.286399,,390.953201,4,6098.121141,0,,,0.000000,0.000000
13.000000,10.082807,38.276215,701,307053,281.806572,55.597542,3.312478,-1.762693,3.310910,-0.101892,4.344887,1.530027,-4.442410,1.602011,,279.758117,4,6098.121141,0,,,0.000000,0.000000
13.000000,10.112052,44.185758,701,307,46.137085,55.597542,-0.236309,-137.180878,-0.173334,-0.160616,-1.784465,0.063066,1.784484,0.063067,,497.329277,4,6098.121141,0,,,0.001281,1.000000
13.000000,10.140619,38.765361,701,307052,257.703423,55.597542,3.063740,24.606729,2.785513,1.275703,4.296900,-0.390156,-4.355990,-0.427346,,335.355659,4,6098.121141,0,,,0.000000,0.000000
13.000000,10.590891,43.823313,701,307,47.446447,55.597542,-0.248947,-140.783408,-0.192875,-0.157398,-1.820393,0.032137,1.820405,0.032137,,552.926819,4,6098.121141,0,,,0.275284,1.000000
13.000000,10.699707,46.733210,301,331028,172.072922,55.597542,0.065271,10.909814,0.064091,0.012353,0.358552,-1.670898,-0.359971,-1.671179,,889.560670,3,2206.177075,0,,,-1.612717,1.000000
13.000000,11.056694,43.454041,701,307,47.767904,55.597542,-0.262191,-143.107308,-0.209690,-0.157398,-1.855370,0.032137,1.855375,0.032137,,608.524361,4,6098.121141,0,,,0.316532,1.000000
13.000000,11.197969,42.973509,701,307,85.747509,55.597542,-0.278545,178.613486,-0.278463,0.006740,-1.518005,-1.118538,1.518048,-1.118570,,664.121903,4,6098.121141,0,,,-0.016098,1.000000
13.000000,11.248236,42.474875,701,307,85.781613,55.597542,-0.295330,178.689420,-0.295253,0.006755,-1.552745,-1.118553,1.552767,-1.118570,,622.089236,4,6098.121141,0,,,-0.156949,1.000000
13.000000,11.423146,46.799888,301,331029,172.600001,55.597542,0.052275,10.905999,0.051331,0.009890,0.356429,-1.668435,-0.354230,-1.668023,,945.158212,3,2206.177075,0,,,-0.782281,1.000000
13.000000,11.473598,42.009856,701,307,65.325689,55.597542,-0.311368,-161.451469,-0.295194,-0.099049,-1.881101,-0.497479,1.881157,-0.497493,,566.491694,4,6098.121141,0,,,-0.113503,1.000000
13.000000,11.752528,41.555169,701,307,65.511543,55.597542,-0.327313,-162.388001,-0.311971,-0.099035,-1.915605,-0.497492,1.915609,-0.497493,,510.894152,4,6098.121141,0,,,-0.256003,1.000000
13.000000,12.138076,46.902777,301,331030,167.389496,55.597542,0.112648,16.650521,0.107925,0.032278,0.256457,-1.713184,-0.281691,-1.720756,,1000.755754,3,2206.177075,0,,,0.416897,1.000000
13.000000,12.176283,41.170049,701,307,50.132210,55.597542,-0.341457,-148.246273,-0.290347,-0.179699,-2.013056,0.038301,2.013057,0.038301,,455.296611,4,6098.121141,0,,,-0.251488,1.000000
13.000000,12.776628,40.959457,701,307,24.755184,55.597542,-0.350661,-124.750476,-0.199878,-0.288118,-1.830163,0.909906,1.830283,0.909965,,399.699069,4,6098.121141,0,,,-0.160419,1.000000
13.000000,12.820513,47.077624,301,331041,155.282657,55.597542,0.315276,25.490131,0.284587,0.135681,0.073220,-1.809291,-0.131277,-1.833380,,1056.353295,3,2206.177075,0,,,1.102458,1.000000
13.000000,13.375976,40.748532,701,307,25.147241,55.597542,-0.360439,-126.929518,-0.216564,-0.288126,-1.864199,0.909915,1.864302,0.909965,,344.101527,4,6098.121141,0,,,-0.249933,1.000000
13.000000,13.417554,47.363511,301,331042,147.472312,55.597542,0.713391,34.231067,0.589814,0.401305,0.151072,-2.026828,-0.059157,-1.930295,,1094.226237,3,2206.177075,0,,,2.201577,1.000000
