Short_Name,Zone,id,Trench_Name,Lon,Lat,Lon1,Lat1,Lon2,Lat2,Az,UPN,Geodetic_UPS,Seismic_UPS,M56_SP_Name,M56_UP_Name,M56_ARC_Name,M56_ARC_ref,M56_vc,M56_Azvc,M56_Ovc,M56_vcn,M56_vs,M56_Azvs,M56_Ovs,M56_vsn,M56_vd,M56_Azvd,M56_Ovd,M56_vdn,alphaS,alphaD,A,Phi,join_distance_km,muller_row,muller_lon,muller_lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,upper_plate_nature,UPS_3,M56_vc_cm_yr,M56_vcn_cm_yr,M56_vs_cm_yr,M56_vsn_cm_yr,M56_vd_cm_yr,M56_vdn_cm_yr
SAM50,SAM,50,Andean,288.600000,-25.000000,285.600000,-24.800000,297.500000,-25.100000,93.300000,1,SS-C,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,75.000000,18.000000,70.000000,72.000000,71.000000,22.000000,66.000000,5.000000,40.000000,54.000000,3.000000,15.000000,42.000000,47.000000,1439.000000,8.077377,448,-71.467382,-25.039352,911,201012,95.320083,55.597542,8.475257,-15.841666,8.153364,-2.313575,0.157277,-1.600592,-0.179832,-1.583915,47.606815,1555.268565,25,6884.559025,continental,SS,7.400000,7.000000,7.200000,6.600000,0.500000,0.300000
SAM51,SAM,51,Andean,288.300000,-27.000000,285.300000,-26.400000,297.300000,-28.200000,101.100000,1,SS-C,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,75.000000,26.000000,66.000000,72.000000,71.000000,30.000000,62.000000,5.000000,45.000000,56.000000,3.000000,14.000000,42.000000,46.000000,1299.000000,8.023197,452,-71.778992,-27.015914,911,201012,102.682104,55.597542,8.579301,-23.151031,7.888425,-3.373006,0.404037,-1.519262,-0.351551,-1.550794,46.299950,1332.878397,25,6884.559025,continental,SS,7.400000,6.600000,7.200000,6.200000,0.500000,0.300000
SAM52,SAM,52,Andean,287.700000,-29.000000,284.700000,-28.500000,296.900000,-29.900000,99.400000,1,SS-C,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,76.000000,24.000000,68.000000,72.000000,71.000000,28.000000,63.000000,5.000000,52.000000,47.000000,3.000000,11.000000,44.000000,45.000000,1255.000000,4.195871,456,-72.280760,-28.966227,911,201013,102.917636,55.597542,8.750634,-23.269243,8.038845,-3.456959,0.519484,-1.435309,-0.564362,-1.409335,44.787045,1110.488230,25,6884.559025,continental,SS,7.400000,6.800000,7.200000,6.300000,0.500000,0.300000
SAM53,SAM,53,Andean,287.500000,-30.500000,284.400000,-30.300000,296.900000,-30.700000,94.300000,1,C-SS,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,76.000000,19.000000,70.000000,71.000000,72.000000,23.000000,66.000000,5.000000,57.000000,38.000000,4.000000,12.000000,42.000000,40.000000,1158.000000,16.439062,459,-72.651779,-30.431139,911,201013,102.066369,55.597542,8.830370,-22.472961,8.159792,-3.375386,0.533079,-1.380102,-0.518111,-1.419144,39.563770,943.695604,25,6884.559025,continental,C,7.400000,7.000000,7.100000,6.600000,0.500000,0.400000
SAM54,SAM,54,Andean,287.400000,-32.000000,284.200000,-31.700000,297.000000,-32.300000,94.800000,1,C-SS,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,76.000000,19.000000,70.000000,71.000000,72.000000,23.000000,65.000000,5.000000,61.000000,34.000000,4.000000,16.000000,37.000000,39.000000,1112.000000,41.332462,462,-73.021078,-31.897479,911,201013,102.257495,55.597542,8.874462,-22.821478,8.179750,-3.442059,0.538049,-1.313459,-0.497051,-1.419144,38.110538,776.902979,25,6884.559025,continental,C,7.400000,7.000000,7.100000,6.500000,0.500000,0.400000
SAM55,SAM,55,Andean,286.900000,-34.000000,283.900000,-32.900000,296.200000,-36.800000,113.300000,1,SS-C,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,76.000000,37.000000,59.000000,71.000000,72.000000,42.000000,53.000000,5.000000,68.000000,46.000000,3.000000,22.000000,33.000000,36.000000,877.000000,43.192824,466,-73.532259,-33.850866,911,201,102.535003,55.597542,8.925790,-23.294277,8.198212,-3.529737,0.544676,-1.225786,-0.593715,-1.110114,35.943630,554.512811,25,6884.559025,oceanic,SS,7.400000,5.900000,7.100000,5.300000,0.500000,0.300000
SAM56,SAM,56,Andean,286.200000,-35.500000,283.300000,-34.200000,295.400000,-39.000000,118.400000,1,C-SS,-999,NAZCA,SOUTH_AMERICA,CENTRAL ANDES,Brooks et al. (2003),74.000000,76.000000,42.000000,55.000000,71.000000,72.000000,47.000000,49.000000,5.000000,74.000000,44.000000,4.000000,20.000000,43.000000,34.000000,853.000000,23.810540,469,-73.931184,-35.314472,911,201,102.761450,55.597542,8.958638,-23.654618,8.205940,-3.594406,0.549647,-1.161089,-0.571596,-1.110114,34.126534,387.720186,25,6884.559025,continental,C,7.400000,5.500000,7.100000,4.900000,0.500000,0.400000
SAM57,SAM,57,Andean,285.400000,-37.000000,282.200000,-36.300000,295.400000,-38.700000,105.000000,1,Undefined,-999,NAZCA,SOUTH_AMERICA,-999,-999,74.000000,77.000000,28.000000,65.000000,74.000000,77.000000,28.000000,65.000000,,-999.000000,-999.000000,,20.000000,44.000000,32.000000,1078.000000,33.359383,473,-74.439814,-37.271472,911,201,100.363340,55.597542,8.967366,-21.283701,8.355742,-3.255030,0.488530,-1.134745,-0.488618,-1.134951,31.810875,165.330018,25,6884.559025,continental,Undefined,7.400000,6.500000,7.400000,6.500000,,
SAM58,SAM,58,Andean,284.900000,-39.000000,281.500000,-38.500000,295.300000,-39.800000,99.000000,1,Undefined,-999,NAZCA,SOUTH_AMERICA,-999,-999,74.000000,77.000000,22.000000,68.000000,74.000000,77.000000,22.000000,68.000000,,-999.000000,-999.000000,,22.000000,44.000000,29.000000,1054.000000,19.400969,514,-74.875928,-38.989321,911,201,114.680640,28.768170,8.931599,-35.423379,7.278283,-5.176877,0.723345,-0.988561,-0.723346,-0.988562,28.594460,29.602226,25,6884.559025,continental,Undefined,7.400000,6.800000,7.400000,6.800000,,
SAM59,SAM,59,Andean,284.700000,-41.000000,281.200000,-40.600000,295.500000,-41.500000,97.000000,1,SS,-999,NAZCA,SOUTH_AMERICA,DEF_SOUTH_ANDES,"Wang et al., (2007)",73.000000,77.000000,20.000000,69.000000,72.000000,80.000000,17.000000,69.000000,4.000000,4.000000,93.000000,0.000000,23.000000,41.000000,23.000000,831.000000,8.657054,510,-75.369281,-40.942337,911,201,100.526720,55.597542,8.882092,-21.078721,8.287766,-3.194447,0.422324,-1.137623,-0.422329,-1.137635,20.404671,251.992394,25,6884.559025,continental,SS,7.300000,6.900000,7.200000,6.900000,0.400000,0.000000
SAM6,SAM,6,Central America,264.000000,15.300000,263.500000,12.600000,265.500000,23.300000,9.700000,1,SS-E,-999,COCOS,NORTH_AMERICA,SOUTHERN MEXICO,"Andreani et al., (2008)",73.000000,32.000000,22.000000,68.000000,73.000000,25.000000,15.000000,70.000000,9.000000,113.000000,104.000000,-2.000000,22.000000,38.000000,14.000000,485.000000,21.958503,712,-96.178331,15.203067,909,2000,28.227326,27.798771,6.995809,9.085275,6.908043,1.104668,0.656013,-0.660302,-0.656013,-0.660302,15.294408,0.000000,24,1695.087148,continental,SS,7.300000,6.800000,7.300000,7.000000,0.900000,-0.200000
SAM60,SAM,60,Andean,284.500000,-43.000000,280.800000,-42.700000,295.600000,-43.200000,95.000000,1,SS,-999,NAZCA,SOUTH_AMERICA,DEF_SOUTH_ANDES,"Wang et al., (2007)",73.000000,77.000000,18.000000,69.000000,71.000000,82.000000,13.000000,70.000000,7.000000,4.000000,91.000000,0.000000,24.000000,36.000000,13.000000,453.000000,25.299405,506,-75.789649,-42.917345,911,201,97.893938,55.597542,8.822108,-18.302333,8.375822,-2.770417,0.332256,-1.156929,-0.332260,-1.156943,12.675310,474.382561,25,6884.559025,continental,SS,7.300000,6.900000,7.100000,7.000000,0.700000,0.000000
SAM61,SAM,61,Andean,283.900000,-45.000000,280.100000,-44.700000,295.400000,-45.100000,95.000000,1,SS,-999,NAZCA,SOUTH_AMERICA,DEF_SOUTH_ANDES,"Wang et al., (2007)",73.000000,77.000000,18.000000,69.000000,70.000000,83.000000,12.000000,69.000000,7.000000,10.000000,85.000000,1.000000,12.000000,-999.000000,3.000000,-999.000000,10.982064,502,-76.120467,-44.902304,911,201,93.487544,55.597542,8.751607,-13.808812,8.498664,-2.088858,0.205623,-1.178063,-0.205624,-1.178067,3.211724,696.772729,25,6884.559025,continental,SS,7.300000,6.900000,7.000000,6.900000,0.700000,0.100000
SAM62,SAM,62,Andean,283.800000,-47.000000,279.900000,-46.600000,295.700000,-47.500000,98.000000,1,SS-C,-999,ANTARCTICA,SOUTH_AMERICA,DEF_SOUTH_ANDES,"Wang et al., (2007)",20.000000,87.000000,11.000000,20.000000,18.000000,107.000000,9.000000,18.000000,7.000000,25.000000,73.000000,2.000000,-999.000000,-999.000000,8.000000,-999.000000,15.057693,524,-76.284386,-46.877452,802,201,108.230251,55.597542,2.185176,-8.107983,2.163333,-0.308195,0.465430,-1.096197,-0.465432,-1.096202,7.149240,919.162896,17,1818.896082,continental,SS,2.000000,2.000000,1.800000,1.800000,0.700000,0.200000
SAM63,SAM,63,Andean,282.800000,-49.000000,278.800000,-48.600000,295.200000,-49.500000,98.000000,1,Neutral,-999,ANTARCTICA,SOUTH_AMERICA,-999,-999,19.000000,87.000000,11.000000,19.000000,19.000000,87.000000,11.000000,19.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,13.000000,-999.000000,27.018305,520,-77.275502,-48.762146,802,201,104.926410,55.597542,2.108579,-4.397906,2.102370,-0.161691,0.354418,-1.123459,-0.354419,-1.123464,16.280275,1141.553064,17,1818.896082,oceanic,N,1.900000,1.900000,1.900000,1.900000,0.000000,0.000000
SAM64,SAM,64,Andean,283.300000,-51.000000,279.000000,-51.400000,295.500000,-48.900000,80.000000,1,Neutral,-999,ANTARCTICA,SOUTH_AMERICA,-999,-999,19.000000,87.000000,7.000000,18.000000,19.000000,87.000000,7.000000,18.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,14.000000,-999.000000,29.338691,515,-76.935289,-51.218619,802,201,72.827456,75.178253,2.013195,28.193930,1.774336,0.951149,-0.331406,-1.132950,0.331408,-1.132956,21.072304,1167.548379,17,1818.896082,oceanic,N,1.900000,1.800000,1.900000,1.800000,0.000000,0.000000
SAM65,SAM,65,Andean,283.900000,-53.000000,279.400000,-53.000000,297.200000,-52.100000,89.000000,1,Undefined,-999,ANTARCTICA,SOUTH_AMERICA,-999,-999,18.000000,87.000000,2.000000,18.000000,18.000000,87.000000,2.000000,18.000000,,-999.000000,-999.000000,,-999.000000,-999.000000,16.000000,-999.000000,27.019148,540,-76.375475,-53.177967,802,201,83.215720,55.597542,1.936198,18.228307,1.839035,0.605651,-0.145236,-1.176964,0.145237,-1.176970,22.525887,945.158212,17,1818.896082,oceanic,Undefined,1.800000,1.800000,1.800000,1.800000,,
SAM66,SAM,66,Andean,285.700000,-55.000000,282.200000,-56.800000,294.600000,-49.000000,46.000000,1,Undefined,-999,ANTARCTICA,SOUTH_AMERICA,-999,-999,17.000000,86.000000,40.000000,13.000000,17.000000,86.000000,40.000000,13.000000,,-999.000000,-999.000000,,-999.000000,-999.000000,19.000000,-999.000000,26.862776,535,-74.081625,-55.206771,802,201,42.221629,55.597542,1.863121,59.574166,0.943526,1.606542,-0.893632,-0.812225,0.893633,-0.812226,22.771004,667.170502,17,1818.896082,oceanic,Undefined,1.700000,1.300000,1.700000,1.300000,,
SAM67,SAM,67,Sandwich,329.000000,-54.800000,329.800000,-52.100000,325.900000,-62.700000,190.000000,2,Neutral,-999,SOUTH_AMERICA,SCOTIA,-999,-999,9.000000,247.000000,57.000000,5.000000,9.000000,247.000000,57.000000,5.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,80.000000,-999.000000,155.680474,305,-28.573432,-54.890987,201,815,200.530733,66.915435,6.938371,69.901908,2.384221,6.515864,3.229247,-5.305056,-3.229253,-5.305065,73.018333,39.116664,9,928.677334,oceanic,N,0.900000,0.500000,0.900000,0.500000,0.000000,0.000000
SAM68,SAM,68,Sandwich,331.000000,-54.900000,331.300000,-52.200000,329.800000,-63.000000,184.000000,2,SS,-999,SOUTH_AMERICA,SCOTIA,SANDWICH,Argus et al. (2011),9.000000,246.000000,62.000000,4.000000,65.000000,264.000000,80.000000,11.000000,57.000000,87.000000,97.000000,-7.000000,-999.000000,65.000000,72.000000,-999.000000,27.295216,305,-28.573432,-54.890987,201,815,200.530733,66.915435,6.938371,69.901908,2.384221,6.515864,3.229247,-5.305056,-3.229253,-5.305065,73.018333,39.116664,9,928.677334,oceanic,SS,0.900000,0.400000,6.500000,1.100000,5.700000,-0.700000
SAM69,SAM,69,Sandwich,333.000000,-55.100000,334.900000,-52.600000,325.700000,-62.200000,205.000000,2,SS-E,-999,SOUTH_AMERICA,SCOTIA,SANDWICH,Argus et al. (2011),9.000000,246.000000,41.000000,7.000000,66.000000,260.000000,55.000000,38.000000,57.000000,82.000000,123.000000,-31.000000,37.000000,67.000000,64.000000,1851.000000,16.944896,303,-26.943907,-55.248984,201,815,210.418484,55.597542,6.868542,60.232400,3.410116,5.962213,4.008764,-4.609113,-4.008772,-4.609122,80.946381,150.311748,9,928.677334,oceanic,SS,0.900000,0.700000,6.600000,3.800000,5.700000,-3.100000
SAM7,SAM,7,Central America,266.000000,14.200000,265.000000,11.700000,269.100000,21.700000,21.000000,1,SS,-999,COCOS,NORTH_AMERICA,SOUTHERN MEXICO,"Andreani et al., (2008)",77.000000,32.000000,11.000000,76.000000,74.000000,25.000000,5.000000,74.000000,9.000000,101.000000,80.000000,1.000000,24.000000,55.000000,25.000000,1134.000000,21.217387,717,-93.891050,14.041111,909,2000,26.800971,55.597542,7.335665,10.623858,7.209922,1.352408,0.261670,-0.674907,-0.261743,-0.675172,24.633841,277.987709,24,1695.087148,oceanic,SS,7.700000,7.600000,7.400000,7.400000,0.900000,0.100000
SAM70,SAM,70,Sandwich,334.900000,-56.000000,338.900000,-54.600000,321.100000,-59.300000,240.000000,2,E-SS,-999,SOUTH_AMERICA,SCOTIA,SANDWICH,Argus et al. (2011),8.000000,245.000000,5.000000,8.000000,68.000000,257.000000,17.000000,65.000000,60.000000,79.000000,161.000000,-57.000000,35.000000,66.000000,66.000000,3190.000000,35.104019,301,-25.638110,-55.905664,201,815,234.986295,55.597542,6.738445,35.851489,5.461765,3.946615,5.420985,-2.466441,-5.421016,-2.466455,71.931320,261.506831,9,928.677334,continental,E,0.800000,0.800000,6.800000,6.500000,6.000000,-5.700000
SAM71,SAM,71,Sandwich,336.200000,-58.000000,341.200000,-57.700000,320.900000,-57.800000,265.000000,2,E,-999,SOUTH_AMERICA,SCOTIA,SANDWICH,Argus et al. (2011),8.000000,243.000000,22.000000,8.000000,73.000000,255.000000,10.000000,72.000000,65.000000,77.000000,172.000000,-64.000000,32.000000,66.000000,44.000000,2286.000000,18.224950,296,-23.832598,-58.162992,201,815,257.739592,55.597542,6.281630,13.416857,6.110190,1.457552,5.477786,-0.122144,-5.477807,-0.122145,30.139507,389.182793,9,928.677334,continental,E,0.800000,0.800000,7.300000,7.200000,6.500000,-6.400000
SAM72,SAM,72,Sandwich,335.400000,-60.000000,339.200000,-62.000000,326.500000,-53.500000,319.000000,2,SS-E,-999,SOUTH_AMERICA,SCOTIA,SANDWICH,Argus et al. (2011),8.000000,243.000000,76.000000,2.000000,77.000000,257.000000,62.000000,37.000000,69.000000,79.000000,120.000000,-35.000000,43.000000,66.000000,23.000000,679.000000,30.005893,292,-25.139542,-60.007715,201,815,315.824031,55.597542,5.895543,-44.790515,4.183993,-4.153509,2.730297,4.356382,-2.730312,4.356406,21.847727,166.792626,9,928.677334,oceanic,SS,0.800000,0.200000,7.700000,3.700000,6.900000,-3.500000
SAM8,SAM,8,Central America,268.000000,13.200000,266.800000,10.800000,271.900000,20.400000,26.500000,1,E-SS,-999,COCOS,CARIBBEAN,CENTRAL AMERICAN FOREARC,"Carvajal-Soto et al., (2020)",68.000000,21.000000,6.000000,67.000000,79.000000,28.000000,1.000000,79.000000,14.000000,242.000000,144.000000,-12.000000,28.000000,65.000000,24.000000,1304.000000,9.783489,721,-92.058013,13.132543,909,2000,27.231634,55.597542,7.597404,10.254608,7.476046,1.352510,-0.035413,-0.675009,0.035391,-0.675172,23.704088,500.377877,24,1695.087148,oceanic,E,6.800000,6.700000,7.900000,7.900000,1.400000,-1.200000
SAM9,SAM,9,Central America,270.000000,12.300000,269.000000,9.800000,273.200000,19.800000,22.200000,1,SS-E,-999,COCOS,CARIBBEAN,CENTRAL AMERICAN FOREARC,"Carvajal-Soto et al., (2020)",71.000000,21.000000,1.000000,71.000000,77.000000,28.000000,6.000000,77.000000,11.000000,259.000000,123.000000,-6.000000,30.000000,64.000000,25.000000,1346.000000,21.506167,725,-90.197830,12.293247,909,2000,24.095002,55.597542,7.848163,13.382736,7.635052,1.816495,-0.373925,-0.666718,0.374007,-0.666873,24.136564,722.768044,24,1695.087148,oceanic,SS,7.100000,7.100000,7.700000,7.700000,1.100000,-0.600000
SEA1,SEA,1,Andaman,92.100000,14.000000,89.500000,15.000000,99.700000,10.900000,112.000000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),43.000000,17.000000,95.000000,-4.000000,13.000000,105.000000,7.000000,13.000000,45.000000,359.000000,113.000000,-18.000000,24.000000,46.000000,83.000000,608.000000,139.174343,962,91.709623,12.807372,501,686,88.691471,27.798771,4.174207,-49.415539,2.715606,-3.170092,-2.155799,-0.273687,2.155799,-0.273687,91.947144,0.000000,39,354.103385,oceanic,SS,4.300000,-0.400000,1.300000,1.300000,4.500000,-1.800000
SEA10,SEA,10,Sumatra,99.700000,-4.000000,97.600000,-5.700000,105.900000,1.200000,50.000000,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),57.000000,22.000000,28.000000,50.000000,52.000000,39.000000,11.000000,51.000000,18.000000,317.000000,93.000000,-1.000000,23.000000,59.000000,68.000000,2164.000000,23.625143,1056,99.557237,-3.842343,511,686,53.709155,55.597542,5.821014,-26.908825,5.190760,-2.634428,-1.057147,0.861147,1.057488,0.861417,61.603271,807.294608,40,2565.897814,continental,SS,5.700000,5.000000,5.200000,5.100000,1.800000,-0.100000
SEA11,SEA,11,Sumatra,100.800000,-5.500000,98.700000,-7.200000,107.100000,-0.400000,50.800000,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),58.000000,22.000000,29.000000,51.000000,54.000000,40.000000,11.000000,53.000000,18.000000,313.000000,98.000000,-2.000000,21.000000,62.000000,79.000000,2599.000000,12.541657,1060,100.825347,-5.390069,511,686,48.737887,55.597542,5.975186,-21.383551,5.563858,-2.178610,-0.876627,0.944281,0.876829,0.944499,66.547150,584.904441,40,2565.897814,continental,SS,5.800000,5.100000,5.400000,5.300000,1.800000,-0.200000
SEA12,SEA,12,Sumatra,102.300000,-7.000000,100.800000,-9.200000,106.800000,-0.300000,33.500000,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),59.000000,22.000000,11.000000,58.000000,57.000000,40.000000,6.000000,56.000000,18.000000,308.000000,85.000000,1.000000,19.000000,60.000000,91.000000,3036.000000,23.423771,1064,102.097692,-6.936366,511,686,54.209796,55.597542,6.123807,-26.393082,5.485494,-2.722197,-0.860275,0.860807,0.860275,0.860807,71.907959,362.514273,40,2565.897814,continental,SS,5.900000,5.800000,5.700000,5.600000,1.800000,0.100000
SEA13,SEA,13,Java,105.000000,-8.400000,103.500000,-10.700000,109.300000,-1.500000,32.400000,1,SS-C,-999,AUSTRALIA,SUNDA,WEST JAVA,Koulali et al. (2017),64.000000,15.000000,17.000000,61.000000,65.000000,9.000000,24.000000,60.000000,7.000000,107.000000,75.000000,2.000000,21.000000,62.000000,101.000000,3761.000000,70.035661,652,104.958427,-9.028503,801,736,4.770409,60.982632,6.954390,11.520422,6.814284,1.388911,1.014871,2.155429,-1.014897,2.155485,102.256462,166.792626,23,3455.128780,oceanic,SS,6.400000,6.100000,6.500000,6.000000,0.700000,0.200000
SEA14,SEA,14,Java,107.000000,-9.700000,105.800000,-12.100000,110.400000,-2.300000,24.700000,1,SS-C,-999,AUSTRALIA,SUNDA,WEST JAVA,Koulali et al. (2017),66.000000,15.000000,9.000000,65.000000,65.000000,9.000000,16.000000,62.000000,8.000000,95.000000,71.000000,3.000000,20.000000,58.000000,106.000000,3911.000000,56.080102,656,106.976705,-9.196184,801,736,7.207482,55.597542,6.972526,8.733525,6.891681,1.058703,0.871447,2.200059,-0.871454,2.200078,,389.182793,23,3455.128780,continental,SS,6.600000,6.500000,6.500000,6.200000,0.800000,0.300000
SEA15,SEA,15,Java,109.000000,-10.500000,108.500000,-13.100000,110.400000,-2.500000,10.000000,1,SS-C,-999,AUSTRALIA,SUNDA,WEST JAVA,Koulali et al. (2017),67.000000,15.000000,5.000000,67.000000,65.000000,8.000000,2.000000,65.000000,8.000000,85.000000,76.000000,2.000000,22.000000,56.000000,116.000000,4538.000000,117.961778,660,108.988331,-9.439208,801,736,1.870870,55.597542,6.982534,13.731582,6.782962,1.657469,1.020674,2.118975,-1.020677,2.118980,,490.678439,23,3455.128780,continental,SS,6.700000,6.700000,6.500000,6.500000,0.800000,0.200000
SEA16,SEA,16,Java,111.000000,-10.400000,110.500000,-13.100000,112.400000,-2.400000,10.000000,1,SS,-999,AUSTRALIA,SUNDA,EAST JAVA,Koulali et al. (2016),69.000000,15.000000,5.000000,68.000000,67.000000,6.000000,4.000000,67.000000,10.000000,90.000000,80.000000,2.000000,23.000000,55.000000,123.000000,4985.000000,100.234597,664,111.015064,-9.498692,801,736,1.537412,55.597542,6.984270,13.728157,6.784748,1.657476,0.979779,2.118968,-0.979784,2.118980,,268.288271,23,3455.128780,continental,SS,6.900000,6.800000,6.700000,6.700000,1.000000,0.200000
SEA17,SEA,17,Java,113.000000,-10.700000,112.600000,-13.400000,114.100000,-2.700000,8.000000,1,SS-C,-999,AUSTRALIA,SUNDA,EAST JAVA,Koulali et al. (2016),70.000000,14.000000,6.000000,69.000000,66.000000,6.000000,2.000000,65.000000,11.000000,77.000000,69.000000,4.000000,22.000000,54.000000,128.000000,4924.000000,136.332586,668,113.042036,-9.474632,801,736,358.175996,73.696875,6.978079,16.769820,6.681312,2.013368,1.048206,2.064980,-1.048211,2.064990,,45.898104,23,3455.128780,continental,SS,7.000000,6.900000,6.600000,6.500000,1.100000,0.400000
SEA18,SEA,18,Java,115.000000,-11.200000,114.500000,-13.800000,116.500000,-3.300000,11.400000,1,SS-C,-999,AUSTRALIA,SUNDA,SUMBA,Koulali et al. (2016),71.000000,14.000000,2.000000,71.000000,64.000000,358.000000,14.000000,62.000000,20.000000,74.000000,63.000000,9.000000,21.000000,58.000000,131.000000,4899.000000,178.628924,672,114.974212,-9.593754,801,651,356.081186,55.597542,6.995766,17.871074,6.658216,2.146834,1.126915,2.107518,-1.126965,2.107621,,166.792626,23,3455.128780,continental,SS,7.100000,7.100000,6.400000,6.200000,2.000000,0.900000
SEA2,SEA,2,Andaman,91.600000,12.000000,88.900000,12.500000,99.700000,10.300000,101.000000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),43.000000,18.000000,83.000000,5.000000,22.000000,105.000000,4.000000,22.000000,48.000000,350.000000,111.000000,-17.000000,26.000000,48.000000,81.000000,1053.000000,25.822583,964,91.732951,11.807631,501,686,88.696444,55.597542,4.213381,-48.798703,2.775381,-3.170148,-2.112679,-0.273632,2.113107,-0.273687,87.363258,111.195084,39,354.103385,oceanic,SS,4.300000,0.500000,2.200000,2.200000,4.800000,-1.700000
SEA20,SEA,20,Timor,119.000000,-11.100000,118.600000,-13.800000,120.300000,-3.100000,9.000000,1,C-SS,-999,AUSTRALIA,SUNDA,SUMBA,Koulali et al. (2016),73.000000,13.000000,4.000000,73.000000,46.000000,357.000000,12.000000,45.000000,31.000000,37.000000,28.000000,27.000000,21.000000,62.000000,149.000000,4162.000000,198.454128,680,119.018842,-9.315358,801,651,359.679235,55.597542,6.686428,14.452395,6.474838,1.668769,0.605806,2.160099,-0.605852,2.160282,,611.572960,23,3455.128780,continental,C,7.300000,7.300000,4.600000,4.500000,3.100000,2.700000
SEA23,SEA,23,Timor,125.000000,-10.200000,126.000000,-12.700000,122.000000,-2.700000,338.000000,1,C-SS,-999,AUSTRALIA,BANDA_SEA,TIMOR,Koulali et al. (2016),42.000000,357.000000,19.000000,40.000000,15.000000,317.000000,22.000000,14.000000,33.000000,13.000000,35.000000,27.000000,34.000000,65.000000,-999.000000,-999.000000,169.506901,691,124.524153,-8.749640,801,651,345.855098,55.597542,6.223428,28.944346,5.446061,3.011889,0.578421,2.036548,-0.578609,2.037169,,1129.731459,23,3455.128780,continental,C,4.200000,4.000000,1.500000,1.400000,3.300000,2.700000
SEA24,SEA,24,Timor,126.500000,-9.600000,127.400000,-12.100000,123.700000,-2.000000,340.000000,1,C-SS,-999,AUSTRALIA,BANDA_SEA,TIMOR,Koulali et al. (2016),35.000000,0.000000,20.000000,33.000000,11.000000,308.000000,32.000000,9.000000,30.000000,17.000000,37.000000,24.000000,38.000000,68.000000,-999.000000,-999.000000,143.399675,694,126.000891,-8.408309,801,651,348.425146,55.597542,6.095753,26.788942,5.441513,2.747388,0.340585,2.058297,-0.340656,2.058843,,962.938834,23,3455.128780,continental,C,3.500000,3.300000,1.100000,0.900000,3.000000,2.400000
SEA25,SEA,25,Timor,128.500000,-9.200000,129.400000,-11.800000,126.000000,-1.500000,342.000000,1,C-SS,-999,AUSTRALIA,BANDA_SEA,TIMOR,Koulali et al. (2016),26.000000,4.000000,22.000000,24.000000,8.000000,283.000000,59.000000,4.000000,26.000000,22.000000,40.000000,20.000000,38.000000,54.000000,-999.000000,-999.000000,144.681375,699,128.473494,-7.899115,801,651,348.074401,55.597542,5.873907,27.885638,5.191846,2.747275,0.109786,2.058410,-0.109827,2.058843,,684.951125,23,3455.128780,continental,C,2.600000,2.400000,0.800000,0.400000,2.600000,2.000000
SEA26,SEA,26,Tanimbar,130.500000,-8.700000,131.700000,-11.100000,127.100000,-1.400000,335.000000,1,SS-C,-999,AUSTRALIA,BANDA_SEA,TIMOR,Koulali et al. (2016),16.000000,15.000000,40.000000,13.000000,7.000000,243.000000,92.000000,0.000000,22.000000,29.000000,54.000000,13.000000,33.000000,45.000000,-999.000000,-999.000000,145.888248,702,129.935325,-7.513052,801,651,343.751659,55.597542,5.741663,32.798669,4.826322,3.110194,0.119136,2.048409,-0.119146,2.048573,,518.158499,23,3455.128780,continental,SS,1.600000,1.300000,0.700000,0.000000,2.200000,1.300000
