Short_Name,Zone,id,Trench_Name,Lon,Lat,Lon1,Lat1,Lon2,Lat2,Az,UPN,Geodetic_UPS,Seismic_UPS,M56_SP_Name,M56_UP_Name,M56_ARC_Name,M56_ARC_ref,M56_vc,M56_Azvc,M56_Ovc,M56_vcn,M56_vs,M56_Azvs,M56_Ovs,M56_vsn,M56_vd,M56_Azvd,M56_Ovd,M56_vdn,alphaS,alphaD,A,Phi,join_distance_km,muller_row,muller_lon,muller_lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,upper_plate_nature,UPS_3,M56_vc_cm_yr,M56_vcn_cm_yr,M56_vs_cm_yr,M56_vsn_cm_yr,M56_vd_cm_yr,M56_vdn_cm_yr
SEA27,SEA,27,Tanimbar,132.500000,-7.100000,135.100000,-8.000000,124.900000,-4.300000,290.000000,1,SS-E,-999,AUSTRALIA,BANDA_SEA,TIMOR,Zhao et al. (2023),14.000000,62.000000,72.000000,-9.000000,4.000000,193.000000,97.000000,-1.000000,17.000000,51.000000,121.000000,-9.000000,31.000000,45.000000,-999.000000,-999.000000,127.584713,706,131.573843,-6.413972,801,651,311.690503,55.597542,5.612460,66.287143,2.257069,5.138614,1.006210,1.721487,-1.006220,1.721504,,295.768332,23,3455.128780,continental,SS,1.400000,-0.900000,0.400000,-0.100000,1.700000,-0.900000
SEA28,SEA,28,Aru,133.000000,-5.200000,136.500000,-4.900000,125.700000,-5.100000,269.000000,1,Undefined,-999,AUSTRALIA,BANDA_SEA,SERAM,Rangin et al. (1999),,-999.000000,-999.000000,,41.000000,42.000000,133.000000,-28.000000,,-999.000000,-999.000000,,26.000000,45.000000,-999.000000,-999.000000,72.737401,709,132.343207,-5.192056,801,651,275.495627,55.597542,-5.577029,103.936198,-1.343179,5.412867,1.707301,0.857465,-1.707422,0.857527,,128.975706,23,3455.128780,continental,Undefined,,,4.100000,-2.800000,,
SEA29,SEA,29,Flores,118.000000,-7.900000,117.800000,-5.200000,118.700000,-16.000000,175.000000,1,C-SS,-999,SUNDA,AUSTRALIA,SUMBA,Koulali et al. (2016),72.000000,192.000000,23.000000,69.000000,20.000000,188.000000,13.000000,20.000000,52.000000,193.000000,18.000000,49.000000,-999.000000,-999.000000,-999.000000,-999.000000,164.083569,678,118.007752,-9.375617,801,651,355.581193,55.597542,6.766684,18.503370,6.416880,2.147478,0.855329,2.106874,-0.855658,2.107621,,500.377877,23,3455.128780,continental,C,7.200000,6.900000,2.000000,2.000000,5.200000,4.900000
SEA3,SEA,3,Andaman,91.400000,10.000000,88.700000,10.300000,99.500000,8.900000,97.000000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),43.000000,19.000000,78.000000,9.000000,31.000000,102.000000,5.000000,31.000000,50.000000,341.000000,116.000000,-22.000000,26.000000,49.000000,77.000000,1424.000000,50.934973,968,91.823372,9.810561,501,686,84.954708,48.316904,4.292261,-43.900494,3.092768,-2.976289,-2.039284,-0.138390,2.039323,-0.138392,82.089981,333.585251,39,354.103385,continental,SS,4.300000,0.900000,3.100000,3.100000,5.000000,-2.200000
SEA30,SEA,30,Flores,120.000000,-7.800000,120.100000,-5.100000,119.700000,-15.900000,182.000000,1,C-SS,-999,SUNDA,AUSTRALIA,SUMBA,Koulali et al. (2016),73.000000,191.000000,9.000000,72.000000,30.000000,185.000000,3.000000,30.000000,44.000000,196.000000,14.000000,42.000000,-999.000000,-999.000000,-999.000000,-999.000000,167.756068,682,120.032171,-9.308329,801,651,359.515266,55.597542,6.602946,14.642182,6.388504,1.669104,0.514537,2.159764,-0.514661,2.160282,,722.768044,23,3455.128780,continental,C,7.300000,7.200000,3.000000,3.000000,4.400000,4.200000
SEA31,SEA,31,Wetar,126.000000,-7.500000,125.300000,-4.900000,128.200000,-15.300000,165.000000,1,SS-C,-999,BANDA_SEA,AUSTRALIA,TIMOR,Koulali et al. (2016),39.000000,195.000000,30.000000,33.000000,43.000000,217.000000,52.000000,27.000000,16.000000,100.000000,65.000000,7.000000,-999.000000,-999.000000,-999.000000,-999.000000,100.999543,694,126.000891,-8.408309,801,651,348.425146,55.597542,6.095753,26.788942,5.441513,2.747388,0.340585,2.058297,-0.340656,2.058843,,962.938834,23,3455.128780,continental,SS,3.900000,3.300000,4.300000,2.700000,1.600000,0.700000
SEA32,SEA,32,Seram,132.000000,-3.400000,133.700000,-1.300000,126.700000,-9.600000,220.000000,1,SS,-999,BIRDS_HEAD,BANDA_SEA,DEF_SERAM,Rangin et al. (1999),64.000000,257.000000,37.000000,51.000000,75.000000,270.000000,50.000000,48.000000,19.000000,139.000000,81.000000,3.000000,27.000000,42.000000,-999.000000,-999.000000,101.103008,711,132.439229,-4.196646,801,651,275.487768,45.579393,-5.603620,104.993949,-1.449752,5.412834,1.613723,0.857497,-1.613780,0.857527,,17.780622,23,3455.128780,continental,SS,6.400000,5.100000,7.500000,4.800000,1.900000,0.300000
SEA34,SEA,34,Seram,128.000000,-2.400000,127.800000,0.300000,128.600000,-10.500000,176.000000,1,SS,-999,BIRDS_HEAD,BANDA_SEA,DEF_SERAM,Rangin et al. (1999),59.000000,271.000000,95.000000,-5.000000,75.000000,270.000000,94.000000,-5.000000,16.000000,86.000000,90.000000,0.000000,36.000000,52.000000,-999.000000,-999.000000,185.188734,950,126.923634,-1.128673,781,679,87.550261,82.727614,4.059856,-37.740653,3.210492,-2.484991,1.384468,-2.354449,-1.384583,-2.354641,,54.928843,4,1193.812099,continental,SS,5.900000,-0.500000,7.500000,-0.500000,1.600000,0.000000
SEA35,SEA,35,Halmahera,126.800000,0.000000,124.100000,0.300000,134.800000,-1.000000,97.000000,1,Undefined,-999,SULA BLOCK,-999,UNDEF_HALMAHERA_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,45.000000,80.000000,17.000000,43.000000,,-999.000000,-999.000000,,37.000000,57.000000,43.000000,1332.000000,16.986372,948,126.880893,-0.129586,781,679,87.550730,55.597542,3.578314,-43.981944,2.574807,-2.484894,1.477641,-2.354545,-1.477700,-2.354641,,166.123927,4,1193.812099,continental,Undefined,,,4.500000,4.300000,,
SEA36,SEA,36,Halmahera,127.300000,2.000000,124.900000,3.200000,134.500000,-1.700000,117.000000,1,Undefined,-999,SULA BLOCK,-999,UNDEF_HALMAHERA_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,45.000000,80.000000,37.000000,36.000000,,-999.000000,-999.000000,,44.000000,55.000000,43.000000,1172.000000,23.255726,944,127.156243,1.848019,781,679,98.978010,55.597542,3.019999,-75.420484,0.760204,-2.922753,2.098528,-2.011452,-2.099049,-2.011958,,277.987709,4,1193.812099,continental,Undefined,,,4.500000,3.600000,,
SEA37,SEA,37,North Sulawesi,123.000000,2.000000,122.500000,4.700000,124.400000,-6.000000,170.000000,1,SS-C,-999,SUNDA,MOLUCCA_SEA,DEF_MANADO ,Socquet et al. (2006),21.000000,178.000000,8.000000,21.000000,18.000000,158.000000,12.000000,18.000000,7.000000,234.000000,64.000000,3.000000,28.000000,0.000000,35.000000,148.000000,58.510574,897,123.262429,1.543841,645,669,173.258462,55.597542,4.987678,-22.160243,4.619251,-1.881343,2.983568,-0.044292,-2.984016,-0.044299,,279.846717,33,724.627052,continental,SS,2.100000,2.100000,1.800000,1.800000,0.700000,0.300000
SEA38,SEA,38,North Sulawesi,121.000000,2.300000,121.500000,5.000000,119.600000,-5.700000,190.000000,1,SS,-999,SUNDA,MOLUCCA_SEA,DEF_NORTH_SULA,Socquet et al. (2006),34.000000,182.000000,8.000000,34.000000,37.000000,167.000000,23.000000,34.000000,10.000000,282.000000,92.000000,0.000000,28.000000,0.000000,40.000000,319.000000,94.756165,893,121.264409,1.489849,645,669,179.651864,55.597542,4.606649,-31.089793,3.944945,-2.378785,2.560681,0.282215,-2.560917,0.282241,,222.390167,33,724.627052,continental,SS,3.400000,3.400000,3.700000,3.400000,1.000000,0.000000
SEA39,SEA,39,Sangihe,126.400000,1.000000,128.800000,-0.300000,119.200000,4.800000,298.000000,1,Undefined,-999,SULA BLOCK,-999,UNDEF_SANGIHE_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,47.000000,304.000000,6.000000,47.000000,,-999.000000,-999.000000,,27.000000,49.000000,43.000000,1221.000000,68.513148,946,127.000178,0.860266,781,679,98.974322,55.597542,3.239493,-64.450944,1.397141,-2.922723,2.006552,-2.011481,-2.007036,-2.011958,,277.319010,4,1193.812099,continental,Undefined,,,4.700000,4.700000,,
SEA4,SEA,4,Andaman,91.700000,8.000000,89.000000,7.400000,99.700000,9.700000,77.000000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),44.000000,20.000000,57.000000,24.000000,39.000000,98.000000,21.000000,37.000000,52.000000,332.000000,105.000000,-13.000000,26.000000,51.000000,73.000000,1642.000000,38.812930,972,92.000873,7.818266,511,686,84.981911,55.597542,4.722330,-66.609732,1.874727,-4.334259,-1.949146,-0.138365,1.949538,-0.138392,81.098633,555.975419,40,2565.897814,continental,SS,4.400000,2.400000,3.900000,3.700000,5.200000,-1.300000
SEA40,SEA,40,Sangihe,127.000000,3.000000,129.700000,2.500000,119.000000,4.500000,281.000000,1,Undefined,-999,SULA BLOCK,-999,UNDEF_SANGIHE_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,47.000000,304.000000,23.000000,43.000000,,-999.000000,-999.000000,,27.000000,53.000000,43.000000,1158.000000,22.203259,941,126.834529,3.112110,781,679,38.230171,40.488021,2.594281,-29.336220,2.261590,-1.271026,-0.634338,-2.887292,0.634345,-2.887322,,111.195084,4,1193.812099,oceanic,Undefined,,,4.700000,4.300000,,
SEA41,SEA,41,Sangihe,126.600000,5.000000,129.300000,5.100000,118.500000,4.700000,268.000000,1,Undefined,-999,SULA BLOCK,-999,UNDEF_SANGIHE_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,47.000000,304.000000,36.000000,38.000000,,-999.000000,-999.000000,,35.000000,57.000000,43.000000,1154.000000,98.383885,574,125.864866,4.503878,674,645,238.845941,55.597542,5.851432,70.717721,1.932274,5.523185,1.084389,-2.327354,-1.084390,-2.327357,,55.597542,5,573.074945,continental,Undefined,,,4.700000,3.800000,,
SEA42,SEA,42,Philippines,128.600000,4.000000,131.100000,5.100000,121.200000,0.700000,246.000000,1,Undefined,-999,PHILIPPINE_SEA,-999,UNDEF_SOUTH_PHILIPPINES,Rangin et al. (1999),,-999.000000,-999.000000,,23.000000,270.000000,24.000000,21.000000,,-999.000000,-999.000000,,38.000000,0.000000,-999.000000,-999.000000,18.970707,1234,128.489068,3.870158,608,678,242.399786,55.597542,0.941457,-10.975203,0.924237,-0.179238,-0.939927,3.246851,0.940069,3.247339,72.159264,183.529175,44,4365.731205,continental,Undefined,,,2.300000,2.100000,,
SEA43,SEA,43,Philippines,127.400000,6.000000,129.900000,7.000000,119.900000,2.800000,247.300000,1,Undefined,-999,PHILIPPINE_SEA,-999,UNDEF_SOUTH_PHILIPPINES,Rangin et al. (1999),,-999.000000,-999.000000,,30.000000,271.000000,24.000000,27.000000,,-999.000000,-999.000000,,47.000000,61.000000,-999.000000,-999.000000,45.313897,1229,127.743554,6.222213,608,678,261.170348,55.597542,0.906813,-30.611808,0.780437,-0.461766,-2.062854,2.749633,2.063626,2.750658,78.791252,461.516884,44,4365.731205,continental,Undefined,,,3.000000,2.700000,,
SEA44,SEA,44,Philippines,127.300000,8.000000,130.000000,8.100000,119.100000,7.500000,267.000000,1,C-SS,-999,PHILIPPINE_SEA,SUNDA,DEF_EAST_PHILIPPINES,Rangin et al. (1999),103.000000,294.000000,27.000000,92.000000,36.000000,272.000000,5.000000,36.000000,71.000000,305.000000,38.000000,56.000000,45.000000,65.000000,50.000000,1452.000000,24.953676,1225,127.413614,8.194189,608,678,254.590651,55.597542,0.879719,-25.155137,0.796286,-0.373943,-1.836667,2.977860,1.836871,2.978180,74.925682,683.907051,44,4365.731205,continental,C,10.300000,9.200000,3.600000,3.600000,7.100000,5.600000
SEA45,SEA,45,Philippines,126.800000,10.000000,129.400000,10.800000,119.000000,7.500000,252.800000,1,SS-C,-999,PHILIPPINE_SEA,SUNDA,DEF_EAST_PHILIPPINES,Rangin et al. (1999),101.000000,295.000000,42.000000,75.000000,34.000000,274.000000,21.000000,32.000000,70.000000,305.000000,52.000000,43.000000,40.000000,61.000000,50.000000,1214.000000,15.785823,1221,126.873886,10.121908,608,678,254.504736,55.597542,0.850801,-25.948715,0.765029,-0.372282,-1.933639,2.976199,1.934924,2.978180,71.432030,889.560670,44,4365.731205,continental,SS,10.100000,7.500000,3.400000,3.200000,7.000000,4.300000
SEA46,SEA,46,Philippines,126.200000,12.000000,128.700000,13.000000,118.700000,8.700000,247.400000,1,SS-C,-999,PHILIPPINE_SEA,SUNDA,DEF_EAST_PHILIPPINES,Rangin et al. (1999),99.000000,295.000000,48.000000,66.000000,47.000000,276.000000,29.000000,41.000000,57.000000,311.000000,63.000000,25.000000,36.000000,63.000000,50.000000,1516.000000,14.901513,1217,126.327636,12.048738,608,678,254.399693,55.597542,0.820773,-27.127530,0.730483,-0.374250,-2.030611,2.978167,2.030619,2.978180,67.527245,667.170502,44,4365.731205,continental,SS,9.900000,6.600000,4.700000,4.100000,5.700000,2.500000
SEA47,SEA,47,Philippines,125.200000,14.000000,127.800000,15.000000,117.600000,10.900000,248.000000,1,SS-C,-999,PHILIPPINE_SEA,SUNDA,DEF_LUZON,Hsu YJ (pers. comm. 2023),98.000000,296.000000,48.000000,65.000000,24.000000,255.000000,7.000000,24.000000,81.000000,307.000000,60.000000,41.000000,33.000000,53.000000,45.000000,725.000000,27.510199,1213,125.269333,13.761927,608,678,238.776587,55.597542,0.787630,-12.094702,0.770147,-0.165031,-1.260612,3.408276,1.261362,3.410304,65.781403,444.780335,44,4365.731205,continental,SS,9.800000,6.500000,2.400000,2.400000,8.100000,4.100000
SEA48,SEA,48,Philippines,123.500000,15.600000,124.700000,18.000000,120.100000,8.200000,205.000000,1,Undefined,-999,PHILIPPINE_SEA,SUNDA,-999,-999,97.000000,298.000000,93.000000,-4.000000,97.000000,298.000000,93.000000,-4.000000,,-999.000000,-999.000000,,40.000000,-999.000000,36.000000,-999.000000,44.076186,1208,123.834129,15.831670,608,678,227.126713,55.597542,0.744116,-1.526791,0.743851,-0.019826,-0.683086,3.608620,0.683128,3.608840,62.724575,166.792626,44,4365.731205,oceanic,Undefined,9.700000,-0.400000,9.700000,-0.400000,,
SEA49,SEA,49,Cotobato,125.200000,4.500000,122.500000,4.400000,133.300000,4.700000,88.000000,1,Undefined,-999,SUNDA,-999,UNDEF_SANGIHE_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,,-999.000000,-999.000000,,,-999.000000,-999.000000,,40.000000,-999.000000,32.000000,-999.000000,46.089156,575,125.472164,4.813395,674,645,217.683464,55.597542,-5.850751,91.543226,-0.157567,5.848629,0.176946,-2.561726,-0.176953,-2.561835,,111.195084,5,573.074945,continental,Undefined,,,,,,
SEA5,SEA,5,Andaman,92.600000,6.000000,90.100000,5.100000,100.300000,8.700000,70.000000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),44.000000,21.000000,49.000000,29.000000,48.000000,92.000000,22.000000,44.000000,54.000000,323.000000,107.000000,-16.000000,24.000000,59.000000,62.000000,1724.000000,8.194997,1032,92.667753,5.970150,511,686,62.092214,74.936812,4.850383,-41.752324,3.618533,-3.229928,-1.759295,0.620358,1.759479,0.620423,71.192429,778.365586,40,2565.897814,continental,SS,4.400000,2.900000,4.800000,4.400000,5.400000,-1.600000
SEA50,SEA,50,Cotobato,123.800000,6.500000,121.600000,4.900000,130.400000,11.300000,53.000000,1,Undefined,-999,SUNDA,-999,UNDEF_SANGIHE_ARC,Rangin et al. (1999),,-999.000000,-999.000000,,35.000000,113.000000,60.000000,17.000000,,-999.000000,-999.000000,,33.000000,-999.000000,46.000000,-999.000000,14.312513,580,123.853492,6.617233,674,645,257.817832,55.597542,5.876229,49.801417,3.792746,4.488334,1.809931,-1.828922,-1.810095,-1.829088,42.708866,144.558948,5,573.074945,oceanic,Undefined,,,3.500000,1.700000,,
SEA51,SEA,51,Sulu,121.700000,10.000000,119.000000,10.100000,129.900000,9.600000,92.000000,1,C-SS,-999,SUNDA,PHILIPPINE_SEA,DEF_VISAYAS,Simons et al. (2007),103.000000,117.000000,25.000000,94.000000,53.000000,101.000000,9.000000,52.000000,54.000000,133.000000,41.000000,41.000000,-999.000000,-999.000000,-999.000000,-999.000000,49.353737,625,122.149883,9.973664,646,612,86.008767,55.597542,2.068126,43.214592,1.507238,1.416114,-2.085707,1.533536,2.085763,1.533577,6.067217,287.461190,37,809.046920,continental,C,10.300000,9.400000,5.300000,5.200000,5.400000,4.100000
SEA52,SEA,52,Sulu,121.600000,7.500000,119.300000,9.000000,128.300000,2.900000,124.000000,1,Undefined,-999,SUNDA,-999,UNDEF_SULU ARC,Simons et al. (2007),,-999.000000,-999.000000,,28.000000,106.000000,18.000000,27.000000,,-999.000000,-999.000000,,-999.000000,-999.000000,12.000000,-999.000000,7.635206,928,121.637740,7.442427,646,614,130.511490,55.597542,1.765659,4.006799,1.761343,0.123375,-2.543043,-0.362346,2.543338,-0.362388,18.780241,196.280830,37,809.046920,continental,Undefined,,,2.800000,2.700000,,
SEA53,SEA,53,Sulu,119.700000,6.500000,117.600000,8.100000,126.100000,1.500000,128.000000,1,Undefined,-999,SUNDA,-999,UNDEF_SULU ARC,Simons et al. (2007),,-999.000000,-999.000000,,11.000000,114.000000,14.000000,11.000000,,-999.000000,-999.000000,,-999.000000,-999.000000,12.000000,-999.000000,76.889814,924,120.217772,6.038196,646,614,142.004755,55.597542,1.491877,-7.779040,1.478148,-0.201930,-2.398377,-0.866517,2.398618,-0.866605,,111.195084,37,809.046920,continental,Undefined,,,1.100000,1.100000,,
SEA54,SEA,54,Manila,119.200000,14.000000,116.700000,12.800000,126.900000,17.300000,65.000000,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_VISAYAS,Hsu YJ (pers. comm. 2023),101.000000,118.000000,53.000000,60.000000,59.000000,106.000000,41.000000,45.000000,45.000000,134.000000,69.000000,16.000000,37.000000,62.000000,23.000000,768.000000,69.949958,615,119.835710,14.124362,602,612,73.823181,55.597542,0.099381,34.694410,0.081711,0.056568,-1.759788,1.918270,1.759851,1.918338,22.203547,843.436609,18,1345.115776,continental,SS,10.100000,6.000000,5.900000,4.500000,4.500000,1.600000
SEA55,SEA,55,Manila,119.200000,16.000000,116.400000,16.200000,127.600000,15.100000,95.000000,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),99.000000,119.000000,24.000000,90.000000,64.000000,103.000000,8.000000,63.000000,41.000000,144.000000,49.000000,27.000000,37.000000,58.000000,21.000000,959.000000,35.313521,611,119.518777,16.083662,602,612,88.675529,55.597542,-0.000232,-147.596311,-0.000196,-0.000124,-2.203539,1.398514,2.203934,1.398764,20.689335,1065.826776,18,1345.115776,continental,SS,9.900000,9.000000,6.400000,6.300000,4.100000,2.700000
SEA56,SEA,56,Manila,119.200000,17.500000,116.400000,17.400000,127.700000,17.600000,88.000000,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),97.000000,120.000000,32.000000,83.000000,77.000000,106.000000,18.000000,73.000000,29.000000,160.000000,72.000000,9.000000,33.000000,55.000000,22.000000,1095.000000,47.898567,608,119.649543,17.542227,602,612,120.215658,46.775948,-0.000221,-177.782783,-0.000221,-0.000009,-2.614657,0.038783,2.614678,0.038783,,1042.816771,18,1345.115776,continental,SS,9.700000,8.300000,7.700000,7.300000,2.900000,0.900000
SEA57,SEA,57,Manila,119.800000,19.000000,117.300000,20.300000,127.100000,14.900000,119.000000,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),95.000000,120.000000,1.000000,95.000000,85.000000,108.000000,11.000000,83.000000,21.000000,176.000000,57.000000,12.000000,31.000000,55.000000,25.000000,1384.000000,61.480016,605,120.365223,18.859125,602,612,91.672656,55.597542,-0.000058,-149.679476,-0.000050,-0.000030,-2.276435,1.293778,2.276547,1.293841,,876.024145,18,1345.115776,continental,SS,9.500000,9.500000,8.500000,8.300000,2.100000,1.200000
SEA58,SEA,58,Manila,120.200000,20.500000,117.400000,19.700000,128.600000,22.500000,74.000000,2,SS,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),93.000000,121.000000,47.000000,64.000000,70.000000,106.000000,32.000000,59.000000,31.000000,157.000000,83.000000,4.000000,35.000000,65.000000,31.000000,1353.000000,27.115627,602,120.411919,20.358480,602,612,91.688328,55.597542,-0.000162,-149.788067,-0.000140,-0.000082,-2.278220,1.293684,2.278496,1.293841,,709.231520,18,1345.115776,continental,SS,9.300000,6.400000,7.000000,5.900000,3.100000,0.400000
SEA59,SEA,59,Manila,119.900000,22.500000,117.200000,23.500000,127.800000,19.300000,112.000000,1,C-SS,-999,YANGTZE,PHILIPPINE_SEA,DEF_TAIWAN,Hsu YJ (pers. comm. 2023),91.000000,122.000000,10.000000,90.000000,47.000000,103.000000,9.000000,46.000000,49.000000,140.000000,28.000000,43.000000,46.000000,67.000000,-999.000000,-999.000000,89.519596,598,120.750797,22.328183,602,612,101.474377,55.597542,-0.001228,-159.869871,-0.001153,-0.000423,-2.462851,0.892835,2.463422,0.893042,,486.841352,18,1345.115776,continental,C,9.100000,9.000000,4.700000,4.600000,4.900000,4.300000
SEA6,SEA,6,Sumatra,93.000000,4.000000,90.600000,2.700000,100.100000,7.900000,60.800000,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),45.000000,22.000000,39.000000,35.000000,56.000000,90.000000,29.000000,49.000000,57.000000,316.000000,105.000000,-15.000000,21.000000,54.000000,60.000000,1716.000000,77.228416,1036,93.655821,4.233429,511,686,53.001111,55.597542,5.007190,-31.079036,4.288438,-2.584812,-1.544402,0.880693,1.544692,0.880864,,1000.755754,40,2565.897814,continental,SS,4.500000,3.500000,5.600000,4.900000,5.700000,-1.500000
SEA60,SEA,60,Manila,120.500000,24.000000,117.700000,25.000000,128.500000,20.800000,112.000000,1,C-SS,-999,YANGTZE,PHILIPPINE_SEA,DEF_TAIWAN,Hsu YJ (pers. comm. 2022),89.000000,122.000000,10.000000,88.000000,35.000000,121.000000,9.000000,35.000000,54.000000,123.000000,11.000000,53.000000,-999.000000,-999.000000,-999.000000,-999.000000,90.477499,596,120.967393,23.308052,602,612,101.558378,27.798771,-0.001633,-159.972219,-0.001535,-0.000559,-2.462352,0.893042,2.462352,0.893042,,375.646269,18,1345.115776,continental,C,8.900000,8.800000,3.500000,3.500000,5.400000,5.300000
SEA61,SEA,61,Ryukyus,122.500000,23.200000,122.000000,20.500000,124.100000,31.100000,10.000000,1,SS-E,-999,PHILIPPINE_SEA,YANGTZE,YONAGUNI,Chen et al. (2022),88.000000,301.000000,69.000000,32.000000,91.000000,354.000000,17.000000,66.000000,79.000000,236.000000,134.000000,-55.000000,25.000000,52.000000,131.000000,5234.000000,10.539719,909,122.596648,23.233092,608,648,2.075369,81.770452,6.279871,-59.947078,3.144957,-5.435625,1.673839,1.703152,-1.673953,1.703265,,156.922024,44,4365.731205,continental,SS,8.800000,3.200000,9.100000,6.600000,7.900000,-5.500000
SEA62,SEA,62,Ryukyus,124.000000,23.200000,124.700000,20.600000,121.600000,31.000000,345.000000,1,E-SS,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),87.000000,300.000000,45.000000,62.000000,136.000000,308.000000,37.000000,109.000000,51.000000,142.000000,157.000000,-47.000000,24.000000,55.000000,49.000000,3274.000000,32.532993,911,123.682164,23.216391,608,648,349.791695,73.525711,6.493240,-44.274592,4.649175,-4.532917,2.373285,1.219571,-2.373301,1.219579,51.236546,45.726940,44,4365.731205,continental,E,8.700000,6.200000,13.600000,10.900000,5.100000,-4.700000
SEA63,SEA,63,Ryukyus,127.000000,24.200000,128.700000,22.000000,121.600000,30.700000,325.000000,1,E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),84.000000,299.000000,26.000000,75.000000,121.000000,305.000000,20.000000,114.000000,39.000000,136.000000,171.000000,-39.000000,24.000000,52.000000,50.000000,3405.000000,17.562674,1119,127.077365,24.341324,608,601207,320.453911,55.597542,8.080323,-17.825257,7.692424,-2.473508,3.987057,0.807911,-3.986481,0.805331,60.077015,327.579843,44,4365.731205,continental,E,8.400000,7.500000,12.100000,11.400000,3.900000,-3.900000
SEA64,SEA,64,Ryukyus,129.000000,25.700000,130.900000,23.600000,122.900000,31.800000,320.000000,1,E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),80.000000,299.000000,21.000000,75.000000,107.000000,303.000000,17.000000,102.000000,28.000000,136.000000,176.000000,-28.000000,24.000000,52.000000,52.000000,3168.000000,26.040340,1115,128.746588,25.648235,608,601205,317.852397,55.597542,8.189194,-15.595707,7.887690,-2.201645,4.061076,0.753481,-4.069732,0.789117,67.089951,549.970010,44,4365.731205,continental,E,8.000000,7.500000,10.700000,10.200000,2.800000,-2.800000
SEA65,SEA,65,Ryukyus,130.500000,27.500000,132.800000,25.700000,123.100000,32.500000,310.000000,1,E-SS,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),76.000000,299.000000,11.000000,75.000000,92.000000,304.000000,6.000000,92.000000,18.000000,142.000000,168.000000,-18.000000,27.000000,53.000000,52.000000,2996.000000,12.096665,1110,130.463637,27.603901,608,601203,302.209968,55.597542,8.038502,-1.240238,8.036619,-0.173990,3.924612,-0.130444,-3.851350,-0.062986,81.071281,827.957719,44,4365.731205,continental,E,7.600000,7.500000,9.200000,9.200000,1.800000,-1.800000
SEA66,SEA,66,Ryukyus,132.000000,29.500000,134.600000,28.100000,123.600000,33.300000,300.000000,1,SS-E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),71.000000,300.000000,0.000000,71.000000,75.000000,305.000000,5.000000,75.000000,8.000000,181.000000,119.000000,-4.000000,26.000000,53.000000,-999.000000,-999.000000,43.046329,1105,131.761939,29.827221,608,601101,296.393245,55.597542,6.964505,-2.455153,6.958112,-0.298341,2.813175,0.457438,-2.430413,0.827734,65.785362,1105.945429,44,4365.731205,continental,SS,7.100000,7.100000,7.500000,7.500000,0.800000,-0.400000
SEA67,SEA,67,Ryukyus,133.000000,31.100000,135.100000,29.100000,126.200000,36.900000,317.500000,1,C-SS,-999,PHILIPPINE_SEA,AMUR,SHIKOKU,Nishimura et al. (2018),64.000000,301.000000,16.000000,61.000000,45.000000,309.000000,8.000000,45.000000,20.000000,285.000000,33.000000,17.000000,27.000000,46.000000,25.000000,660.000000,27.290627,1102,132.716243,31.065658,608,601102,312.162357,55.597542,6.141299,-17.994005,5.840921,-1.897155,1.789770,0.956414,-1.629258,0.716214,38.804871,1272.738054,44,4365.731205,continental,C,6.400000,6.100000,4.500000,4.500000,2.000000,1.700000
