time_Ma,segment,geo_ups,geo_zone,n_samples,n_age,median_age_Ma,median_width_km,median_edge_km,median_lon,median_lat,is_E,is_C,age_ge_55,edge_near
22.0,Cascadia,N,Cascadia_no_backarc,18,17,9.469858,2039.732787,614.121061,-121.498071,48.5878155,0,0,0.0,1
22.0,Hellenic,E,Aegean_rifting,10,9,174.10025,5310.549285,127.6694295,27.8389905,32.967054000000005,1,0,1.0,1
22.0,Izu-Bonin,E,Shikoku_Basin,24,24,82.97587999999999,10398.436459,988.4421990000001,141.3307475,29.3566595,1,0,1.0,1
22.0,Mariana,E,Parece_Vela_Basin,34,34,100.949551,10398.436459,466.7398705,146.448487,16.256519,1,0,1.0,1
23.0,Andes,C,Central_Andes_shortening,44,44,80.11907550000001,8004.476015,1510.107813,-72.1054555,-21.175960500000002,0,1,1.0,0
23.0,Cascadia,N,Cascadia_no_backarc,18,17,10.363216,2071.407062,581.302264,-121.397006,48.875373999999994,0,0,0.0,1
23.0,Hellenic,E,Aegean_rifting,8,8,113.03548049999999,5289.086892,97.51108199999999,28.469326,33.143388,1,0,1.0,1
23.0,Izu-Bonin,E,Shikoku_Basin,23,23,61.119137,10380.075166,945.158212,140.77957,29.342219,1,0,1.0,1
23.0,Mariana,E,Parece_Vela_Basin,35,35,101.826309,10380.075166,477.536372,145.797732,16.405418,1,0,1.0,1
24.0,Andes,C,Central_Andes_shortening,44,44,80.7480735,12159.051443,1506.2798915,-72.0415375,-21.337431,0,1,1.0,0
24.0,Cascadia,N,Cascadia_no_backarc,14,14,11.423483000000001,2105.633382,491.7764345,-121.7330295,49.578726,0,0,0.0,1
24.0,Izu-Bonin,E,Shikoku_Basin,23,23,71.015434,10341.444883,889.56067,140.342328,29.291569,1,0,1.0,1
24.0,Mariana,E,Parece_Vela_Basin,35,35,96.24572,10341.444883,469.969747,145.100137,16.414747,1,0,1.0,1
25.0,Andes,C,Central_Andes_shortening,45,45,82.109444,12152.855316,1501.13363,-72.147799,-21.303635,0,1,1.0,0
25.0,Cascadia,N,Cascadia_no_backarc,12,12,13.324206,2127.477459,434.54166299999997,-121.7318325,49.9265185,0,0,0.0,1
25.0,Izu-Bonin,E,Shikoku_Basin,23,23,60.88319,10465.037487,889.56067,140.084237,29.27043,1,0,1.0,1
25.0,Mariana,E,Parece_Vela_Basin,36,36,71.66638549999999,10465.037487,485.7468695,144.394177,16.086209,1,0,1.0,1
26.0,Andes,C,Central_Andes_shortening,45,45,82.352028,12120.57913,1445.536088,-72.101045,-21.42927,0,1,1.0,0
26.0,Cascadia,N,Cascadia_no_backarc,9,9,13.486113,2187.909982,417.85385,-121.748806,50.238728,0,0,0.0,1
26.0,Izu-Bonin,E,Shikoku_Basin,22,22,52.3639965,10009.486886,1072.375963,140.1610275,29.054183000000002,1,0,0.0,1
26.0,Mariana,E,Parece_Vela_Basin,16,16,53.425116,10009.486886,416.981564,144.0917965,20.370276,1,0,0.0,1
27.0,Andes,C,Central_Andes_shortening,44,44,82.892616,12301.818413,1469.8124545,-72.2120635,-21.390904,0,1,1.0,0
27.0,Cascadia,N,Cascadia_no_backarc,8,8,11.55556,2269.453287,435.8756065,-121.7147875,50.570609000000005,0,0,0.0,1
27.0,Izu-Bonin,E,Shikoku_Basin,21,21,48.422112,10234.156113,1167.548379,140.310942,28.80706,1,0,0.0,1
27.0,Mariana,E,Parece_Vela_Basin,19,19,51.762951,10234.156113,500.377877,144.365635,19.640888,1,0,0.0,1
28.0,Andes,C,Central_Andes_shortening,44,44,84.6677705,12472.728729,1466.7373495000002,-72.1468435,-21.5400135,0,1,1.0,0
28.0,Cascadia,N,Cascadia_no_backarc,6,6,12.076948999999999,2361.480302,492.94207100000006,-121.406758,50.7279015,0,0,0.0,1
28.0,Izu-Bonin,E,Shikoku_Basin,20,20,44.5589485,10459.265716,1289.3052539999999,140.550251,28.6739235,1,0,0.0,0
28.0,Mariana,E,Parece_Vela_Basin,22,22,50.031473,10459.265716,583.7741894999999,144.87393,19.0613235,1,0,0.0,1
29.0,Andes,C,Central_Andes_shortening,45,45,86.903191,12480.394389,1445.536088,-72.261079,-21.502097,0,1,1.0,0
29.0,Cascadia,N,Cascadia_no_backarc,5,5,13.433311,2261.017411,326.480513,-121.250138,51.102985,0,0,0.0,1
29.0,Izu-Bonin,E,Shikoku_Basin,23,23,48.964699,10646.47633,1334.341005,140.943565,29.385472,1,0,0.0,0
29.0,Mariana,E,Parece_Vela_Basin,24,24,51.944212,10646.47633,639.371731,145.7417995,18.591704,1,0,0.0,1
30.0,Andes,C,Central_Andes_shortening,44,44,88.979282,12326.741638,1461.2264089999999,-72.37224,-21.461107499999997,0,1,1.0,0
30.0,Cascadia,N,Cascadia_no_backarc,4,4,18.914447,2483.004823,355.044555,-120.774506,51.04302,0,0,0.0,1
30.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,24,24,53.338392,11584.739232,1421.7819789999999,141.417729,29.5718705,1,0,0.0,0
30.0,Mariana,E,West_Philippine_Basin_Mariana,26,26,66.6856385,11584.739232,694.969273,146.55630150000002,18.0956425,1,0,1.0,1
31.0,Andes,C,Central_Andes_shortening,44,44,92.236805,12221.805003,1458.8570260000001,-72.18800300000001,-21.581978,0,1,1.0,0
31.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,24,24,53.0388775,13048.690324,1456.879932,141.5289785,29.510801,1,0,0.0,0
31.0,Mariana,E,West_Philippine_Basin_Mariana,23,23,47.706848,13048.690324,1056.353295,145.880604,18.52112,1,0,0.0,1
32.0,Andes,C,Central_Andes_shortening,44,44,96.823105,12058.114274,1456.6636125,-72.004742,-21.702557499999998,0,1,1.0,0
32.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,24,24,52.433862500000004,12235.691517,1482.446687,141.7003145,29.533705,1,0,0.0,0
32.0,Mariana,E,West_Philippine_Basin_Mariana,24,24,45.1154195,12235.691517,1195.34715,145.696298,18.1444595,1,0,0.0,1
33.0,Andes,C,Central_Andes_shortening,43,43,98.437798,11869.100314,1463.754835,-72.012675,-21.646054,0,1,1.0,0
33.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,24,24,51.596016000000006,12295.043009,1515.264207,141.8976715,29.7262405,1,0,0.0,0
33.0,Mariana,E,West_Philippine_Basin_Mariana,26,26,42.3880695,12295.043009,1306.542234,145.7145575,17.763924,1,0,0.0,0
34.0,Andes,C,Central_Andes_shortening,44,44,97.42831799999999,11891.589879,1452.8018905,-71.9692585,-21.542494,0,1,1.0,0
34.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,23,23,50.391373,12427.152358,1584.137185,142.296348,29.610538,1,0,0.0,0
34.0,Mariana,E,West_Philippine_Basin_Mariana,28,28,41.3398075,12427.152358,1417.7373175,145.85049850000001,17.3251605,1,0,0.0,0
35.0,Andes,C,Central_Andes_shortening,44,44,97.46673200000001,11862.356033,1451.132231,-71.7711545,-21.641424,0,1,1.0,0
35.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,23,23,49.776924,20348.101836,1628.913341,142.65149,29.672328,1,0,0.0,0
35.0,Mariana,E,West_Philippine_Basin_Mariana,27,27,40.589996,20348.101836,2335.096758,145.946806,17.580317,1,0,0.0,0
36.0,Andes,C,Central_Andes_shortening,44,44,96.309887,11812.978027,1449.199292,-71.56645,-21.731671,0,1,1.0,0
36.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,24,24,49.952776,20805.825665,1492.479411,141.3191365,29.675366500000003,1,0,0.0,0
36.0,Mariana,E,West_Philippine_Basin_Mariana,31,31,40.506821,20805.825665,2112.706591,145.596977,16.543291,1,0,0.0,0
37.0,Andes,C,Central_Andes_shortening,43,43,94.927162,11778.383168,1449.350042,-71.517931,-21.618982,0,1,1.0,0
37.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,19,19,44.157578,21103.022304,1553.465389,140.729881,28.209573,1,0,0.0,0
37.0,Mariana,E,West_Philippine_Basin_Mariana,33,33,38.696575,21103.022304,1945.913965,145.209176,15.929395,1,0,0.0,0
38.0,Andes,C,Central_Andes_shortening,41,41,93.392174,11802.217605,1501.13363,-71.605139,-21.288897,0,1,1.0,0
38.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,14,14,46.998763999999994,21117.614425,1575.143958,139.9433545,27.216191000000002,1,0,0.0,0
38.0,Mariana,E,West_Philippine_Basin_Mariana,35,35,40.453987,21117.614425,1945.913965,144.699632,15.830702,1,0,0.0,0
39.0,Andes,C,Central_Andes_shortening,39,39,91.872749,11756.252401,1501.13363,-71.685998,-20.955005,0,1,1.0,0
39.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,10,10,41.198862,15041.193008,1630.939717,139.3005885,26.0573975,1,0,0.0,0
39.0,Mariana,E,West_Philippine_Basin_Mariana,35,35,38.432076,15041.193008,1936.726197,144.163621,15.798468,1,0,0.0,0
40.0,Andes,C,Central_Andes_shortening,38,38,90.567501,11657.170123,1526.6005645,-71.620509,-20.830422499999997,0,1,1.0,0
40.0,Izu-Bonin,E,West_Philippine_Basin_IzuBonin,5,5,41.413685,16161.2537,1649.519761,138.59527,25.103952,1,0,0.0,0
40.0,Mariana,E,West_Philippine_Basin_Mariana,36,36,38.726738,16161.2537,1881.1131755000001,143.536057,15.9822085,1,0,0.0,0
41.0,Andes,C,Central_Andes_shortening,37,37,88.612022,11753.182879,1551.5974,-71.647302,-20.658554,0,1,1.0,0
41.0,Mariana,E,West_Philippine_Basin_Mariana,37,37,35.958988,11357.120609,1834.718881,142.766137,15.997407,1,0,0.0,0
42.0,Andes,C,Central_Andes_shortening,37,37,87.220436,11692.215073,1551.452255,-71.541312,-20.699257,0,1,1.0,0
42.0,Mariana,E,West_Philippine_Basin_Mariana,38,38,38.459340999999995,11618.360727,1801.286987,141.948767,15.960308,1,0,0.0,0
43.0,Andes,C,Central_Andes_shortening,37,37,85.435226,11628.915071,1501.13363,-71.694424,-20.302867,0,1,1.0,0
43.0,Mariana,E,West_Philippine_Basin_Mariana,39,39,37.144798,17640.719817,1779.12134,140.834046,16.303422,1,0,0.0,0
44.0,Andes,C,Central_Andes_shortening,36,36,83.909645,11521.395852,1473.334859,-71.7156605,-20.123959999999997,0,1,1.0,0
44.0,Mariana,E,West_Philippine_Basin_Mariana,41,41,34.513287,17755.933003,1723.523798,139.759293,16.321755,1,0,0.0,0
45.0,Andes,C,Central_Andes_shortening,35,35,82.633644,11418.489038,1445.536088,-71.740955,-19.947199,0,1,1.0,0
45.0,Mariana,E,West_Philippine_Basin_Mariana,39,39,29.796888,15547.952701,1723.523798,138.991634,15.817344,1,0,0.0,0
46.0,Andes,C,Central_Andes_shortening,32,32,81.085819,11654.187004,1350.023938,-71.91372000000001,-19.4794955,0,1,1.0,0
46.0,Mariana,E,West_Philippine_Basin_Mariana,36,36,27.093115,16179.924974,1810.0946840000001,138.546735,15.201106500000002,1,0,0.0,0
47.0,Andes,C,Central_Andes_shortening,31,31,79.789886,11545.769931,1322.225167,-71.919629,-19.297679,0,1,1.0,0
47.0,Mariana,E,West_Philippine_Basin_Mariana,33,33,25.912569,15266.787455,1779.12134,138.129222,14.575893,1,0,0.0,0
48.0,Andes,C,Central_Andes_shortening,30,30,78.49972199999999,11380.740389,1294.426396,-71.9251845,-19.100547,0,1,1.0,0
48.0,Mariana,E,West_Philippine_Basin_Mariana,30,30,20.9052455,15334.08801,1764.6888125,137.7300165,13.943362,1,0,0.0,0
49.0,Andes,C,Central_Andes_shortening,30,30,77.49607449999999,11304.554987,1294.426396,-71.80774,-18.982945,0,1,1.0,0
49.0,Mariana,E,West_Philippine_Basin_Mariana,28,28,16.755226,8912.41285,1703.53169,137.2829165,13.4091395,1,0,0.0,0
50.0,Andes,C,Central_Andes_shortening,29,29,76.275711,11214.752513,1266.627625,-71.815089,-18.646521,0,1,1.0,0
50.0,Mariana,E,West_Philippine_Basin_Mariana,26,26,20.423257,8722.022907,1623.054265,136.8596455,12.8683685,1,0,0.0,0
51.0,Mariana,E,West_Philippine_Basin_Mariana,24,24,18.530261,5696.142376,1498.655566,136.581842,12.463451500000001,1,0,0.0,0
52.0,Mariana,E,West_Philippine_Basin_Mariana,22,22,17.322221499999998,5491.170717,1463.119003,136.321936,12.0504195,1,0,0.0,0
53.0,Mariana,E,West_Philippine_Basin_Mariana,31,31,24.618221,8489.155597,2112.67287,138.332511,14.237177,1,0,0.0,0
54.0,Mariana,E,West_Philippine_Basin_Mariana,31,31,31.920998,8529.00953,2096.047345,138.232423,14.075592,1,0,0.0,0
55.0,Mariana,E,West_Philippine_Basin_Mariana,31,31,33.321388,8566.216861,2078.730812,138.127448,13.918437,1,0,0.0,0
